month,LogReg_v92,ElasticNet_v92,MLP_v92,Ensemble_v92
2019-04-01,2.1239115311970433,3.66841123381439,4.595119850134589,3.4624808717153406
2019-05-01,-2.4320774559555924,-4.59511985013459,-4.003303503095634,-3.676833603061939
2019-06-01,2.147227707253146,3.890057233060169,4.595119850134589,3.5441349301493013
2019-07-01,-0.10251008615309358,-0.8164058831560173,-2.635787699068969,-1.1849012227926934
2019-08-01,1.096582751034796,2.198538640881307,2.731811597371601,2.0089776630959015
2019-09-01,-1.241248096157566,-3.8661452216196652,-4.249579861027258,-3.1189910596014965
2019-10-01,1.539432613141761,2.7836014569944654,2.977221364494886,2.433418478210371
2019-11-01,1.3530123955258764,2.6042196098375765,3.3896427186110545,2.448958241324836
2019-12-01,1.628531928780007,3.150533610089024,4.463349728422673,3.0808050890972347
2020-01-01,-0.4116332823871327,-3.1588626386199286,-2.708729482632644,-2.0930751345465683
2020-02-01,-4.59511985013459,-4.59511985013459,-4.59511985013459,-4.59511985013459
2020-03-01,-0.756743812007171,-4.59511985013459,-3.6744937683914887,-3.00878581017775
2020-04-01,3.2653657923046415,4.4268439568869296,4.595119850134589,4.09577653310872
2020-05-01,2.6027721117393225,4.595119850134589,4.595119850134589,3.931003937336167
2020-06-01,1.9948722054447272,2.448933919998295,4.595119850134589,3.0129753251925373
2020-07-01,2.568231744864009,3.580801799666847,4.595119850134589,3.581384464888482
2020-08-01,3.365689393855886,4.595119850134589,4.595119850134589,4.185309698041688
2020-09-01,0.029189288584540073,0.48401530769587986,-0.4601351158521521,0.017689826809422604
2020-10-01,-1.8974133856772262,-4.59511985013459,-4.59511985013459,-3.6958843619821358
2020-11-01,3.6853864528167413,4.595119850134589,4.595119850134589,4.2918753843619735
2020-12-01,2.9130392700129186,4.595119850134589,4.595119850134589,4.034426323427366
2021-01-01,-1.6007558136641902,-4.59511985013459,-3.8707997281234294,-3.35555846397407
2021-02-01,0.21955577110181465,-2.157622310216044,0.0016713146285410295,-0.6454650748285627
2021-03-01,3.0015029205649593,4.595119850134589,4.595119850134589,4.0639142069447125
2021-04-01,2.3131159841893507,4.215405577023796,4.595119850134589,3.707880470449245
2021-05-01,2.51561202155294,4.595119850134589,4.595119850134589,3.901950573940706
2021-06-01,2.2240180414629376,4.595119850134589,4.595119850134589,3.8047525805773716
2021-07-01,2.2031353157936775,4.595119850134589,4.595119850134589,3.7977916720209515
2021-08-01,1.7746277209657901,4.2253769725901345,4.595119850134589,3.531708181230171
2021-09-01,-2.4642574159262702,-4.59511985013459,-4.1911234931447225,-3.7501669197351943
2021-10-01,4.234147894560344,4.595119850134589,4.595119850134589,4.474795864943174
2021-11-01,-1.0481986539770474,-3.287831417144708,-2.9709904568654193,-2.435673509329058
2021-12-01,2.897741563419954,4.595119850134589,4.595119850134589,4.029327087896378
2022-01-01,-0.7205046833653657,-2.2451819022688335,-2.305357221616029,-1.7570146024167428
2022-02-01,0.24860706368241312,-1.105254301450039,-1.1143680944569325,-0.6570051107415195
2022-03-01,3.612074485331466,4.595119850134589,4.595119850134589,4.267438061866881
2022-04-01,-4.59511985013459,-4.59511985013459,-4.59511985013459,-4.59511985013459
2022-05-01,2.4119431363089343,4.595119850134589,2.511509618219986,3.1728575348878363
2022-06-01,-0.6115596726831685,-0.6111125083401097,-2.505384233685894,-1.2426854715697242
2022-07-01,4.595119850134589,4.595119850134589,4.595119850134589,4.595119850134589
2022-08-01,-3.144325013975724,-4.59511985013459,-4.59511985013459,-4.1115215714149675
2022-09-01,-4.410324576660809,-4.59511985013459,-4.59511985013459,-4.53352142564333
2022-10-01,4.595119850134589,4.595119850134589,4.595119850134589,4.595119850134589
2022-11-01,4.595119850134589,4.595119850134589,4.595119850134589,4.595119850134589
2022-12-01,-0.4326599553776003,-3.1520986187438664,-2.8916664500733438,-2.15880834139827
2023-01-01,4.41073540910843,4.595119850134589,4.595119850134589,4.533658369792536
2023-02-01,-1.793231177911936,-4.59511985013459,-4.001575442984498,-3.4633088236770084
2023-03-01,2.8576621432769205,4.595119850134589,4.595119850134589,4.015967281182033
2023-04-01,1.0019947251765051,0.2515008133656849,1.2864023449968756,0.8466326278463553
2023-05-01,1.1661351164319755,2.482217247267546,2.4860094030421624,2.044787255580561
2023-06-01,2.8193649039673248,4.082883175671439,4.595119850134589,3.8324559765911173
2023-07-01,1.278146342673449,2.011778352779957,3.159047498214471,2.1496573978892926
2023-08-01,0.4932993580929504,1.4949219788673063,-0.06545041936769161,0.6409236391975216
2023-09-01,-2.8925492802549373,-4.59511985013459,-4.59511985013459,-4.027596326841373
2023-10-01,-0.9863225818888803,-4.59511985013459,-4.461168752805496,-3.3475370616096556
2023-11-01,4.056742951507077,4.595119850134589,4.595119850134589,4.415660883925418
2023-12-01,2.5399908177388464,3.8861646251334774,4.595119850134589,3.673758431002304
2024-01-01,1.612348046532383,2.1112600143669242,1.8807608134529155,1.8681229581174075
2024-02-01,2.8719605387067126,4.595119850134589,4.595119850134589,4.020733412991963
2024-03-01,2.976509805594669,4.595119850134589,4.595119850134589,4.055583168621282
2024-04-01,-0.5954407431655723,-1.2162305037757593,-3.0345313214147613,-1.6154008561186977
2024-05-01,1.903302511697569,2.062583888751676,4.332371064705488,2.7660858217182445
2024-06-01,1.6728060557266744,2.708526914561077,3.7575657639040436,2.712966244730598
2024-07-01,0.10306909157724523,-1.077698179439884,-3.928523283191592,-1.6343841236847438
2024-08-01,2.8401051770268193,4.595119850134589,4.595119850134589,4.010114959098666
2024-09-01,1.0000558909777353,3.4033718493750285,0.9647266054298215,1.7893847819275284
2024-10-01,-3.9432414308393295,-2.9948450796068213,-4.59511985013459,-3.8444021201935805
2024-11-01,2.1206631744434206,4.595119850134589,4.595119850134589,3.7703009582375326
2024-12-01,-1.348311562231128,-2.7734429015180915,-2.135660960341776,-2.085805141363665
2025-01-01,3.0159057978255066,4.595119850134589,4.595119850134589,4.068715166031562
2025-02-01,-0.6144793338431518,-4.535877823987392,-3.513785376537975,-2.888047511456173
2025-03-01,0.06546382003137094,-1.0919311262526221,-0.35094569242119805,-0.45913766621414975
2025-04-01,3.2193825928602884,4.595119850134589,-0.167760638111069,2.5489139349612695
2025-05-01,2.2391373791979077,2.7333150782134905,1.3993539269814013,2.1239354614642667
2025-06-01,3.6677210606818313,4.595119850134589,4.595119850134589,4.285986920317003
2025-07-01,1.501464539336111,2.4425880558932542,3.462666230570918,2.468906275266761
2025-08-01,1.5300516718194954,1.6356333278782968,3.1408057420976694,2.102163580598487
2025-09-01,1.7181753223070717,4.25933602781193,4.595119850134589,3.5242104000845305
2025-10-01,3.181735746549903,4.595119850134589,4.595119850134589,4.12399181560636
2025-11-01,1.51076389467883,4.4355423240911955,0.8646475506102831,2.2703179231267696
2025-12-01,0.893428327812202,1.3014920471557,1.2669469846904786,1.1539557865527936
2026-01-01,1.7988766948499155,4.47872408156611,4.595119850134589,3.6242402088502046
2026-02-01,1.7026301977512148,3.547204393265393,3.255411500161165,2.835082030392591
2026-03-01,-0.2976868668891832,-3.9026083407246386,-1.7850416758642045,-1.9951122944926754
