Date,Open,High,Low,Close,vix,daily_return,overnight_ret,intraday_ret,yearmonth,day_rank,day_rank_rev,high_252,dist_52w
1990-02-13,330.08,331.61,327.92,331.02,23.76,0.28477944740668004,0.0,0.28477944740668004,1990-02,9,11,,
1990-02-14,331.02,333.2,330.64,332.01,22.05,0.29907558455681826,0.0,0.29907558455681826,1990-02,10,10,,
1990-02-15,332.01,335.21,331.61,334.89,19.71,0.8674437516942302,0.0,0.8674437516942302,1990-02,11,9,,
1990-02-16,334.89,335.64,332.42,332.72,20.78,-0.6479739615993241,0.0,-0.6479739615993241,1990-02,12,8,,
1990-02-20,332.72,332.72,326.26,327.99,22.78,-1.4216157730223666,0.0,-1.4216157730223666,1990-02,13,7,,
1990-02-21,327.91,328.17,324.47,327.67,23.89,-0.09756395012042729,-0.024390987530098496,-0.07319081455278154,1990-02,14,6,,
1990-02-22,327.67,330.98,325.7,325.7,22.54,-0.6012146366771498,0.0,-0.6012146366771498,1990-02,15,5,,
1990-02-23,325.7,326.15,322.1,324.15,23.69,-0.47589806570463855,0.0,-0.47589806570463855,1990-02,16,4,,
1990-02-26,324.16,328.67,323.98,328.67,23.56,1.394416165355561,0.0030849915162889374,1.3912882527147064,1990-02,17,3,,
1990-02-27,328.68,331.94,328.47,330.26,22.69,0.483767913104316,0.0030425654912180633,0.48071072167457096,1990-02,18,2,,
1990-02-28,330.26,333.48,330.16,331.89,21.99,0.4935505359413783,0.0,0.4935505359413783,1990-02,19,1,,
1990-03-01,331.89,334.4,331.08,332.74,21.9,0.2561089517611359,0.0,0.2561089517611359,1990-03,1,22,,
1990-03-02,332.74,335.54,332.72,335.54,21.34,0.8414978662018457,0.0,0.8414978662018457,1990-03,2,21,,
1990-03-05,335.54,336.38,333.49,333.74,22.03,-0.536448709542825,0.0,-0.536448709542825,1990-03,3,20,,
1990-03-06,333.74,337.93,333.57,337.93,20.55,1.2554683286390533,0.0,1.2554683286390533,1990-03,4,19,,
1990-03-07,337.93,338.84,336.33,336.95,19.1,-0.2900008877578242,0.0,-0.2900008877578242,1990-03,5,18,,
1990-03-08,336.95,340.66,336.95,340.27,19.74,0.9853093930850321,0.0,0.9853093930850321,1990-03,6,17,,
1990-03-09,340.12,340.27,336.84,337.93,20.3,-0.6876891879977642,-0.044082640256259964,-0.6438903916264893,1990-03,7,16,,
1990-03-12,337.93,339.08,336.14,338.67,20.07,0.21898026218447608,0.0,0.21898026218447608,1990-03,8,15,,
1990-03-13,338.67,338.67,335.36,336.0,21.05,-0.7883780671450125,0.0,-0.7883780671450125,1990-03,9,14,,
1990-03-14,336.0,337.63,334.93,336.87,19.65,0.25892857142857384,0.0,0.25892857142857384,1990-03,10,13,,
1990-03-15,336.87,338.91,336.87,338.07,18.81,0.35622050048980114,0.0,0.35622050048980114,1990-03,11,12,,
1990-03-16,338.07,341.91,338.07,341.91,17.62,1.1358594373946262,0.0,1.1358594373946262,1990-03,12,11,,
1990-03-19,341.91,343.76,339.12,343.53,18.29,0.473808897078154,0.0,0.473808897078154,1990-03,13,10,,
