Date,Open,High,Low,Close,vix,daily_return,overnight_ret,intraday_ret,yearmonth,day_rank,day_rank_rev,high_252,dist_52w
2000-09-26,1439.03,1448.04,1425.25,1427.21,21.88,-0.821386628492804,0.0,-0.821386628492804,2000-09,17,4,1527.46,-6.563183323949564
2000-09-27,1427.21,1437.22,1419.44,1426.57,21.67,-0.04484273512658232,0.0,-0.04484273512658232,2000-09,18,3,1527.46,-6.605082948162315
2000-09-28,1426.57,1461.69,1425.78,1458.29,19.47,2.223515144717747,0.0,2.223515144717747,2000-09,19,2,1527.46,-4.528432823118123
2000-09-29,1458.29,1458.29,1436.29,1436.51,20.57,-1.4935300934656337,0.0,-1.4935300934656337,2000-09,20,1,1527.46,-5.9543294096081105
2000-10-02,1436.52,1445.6,1429.83,1436.23,21.23,-0.01949168470807283,0.000696131596722438,-0.02018767577199876,2000-10,1,22,1527.46,-5.972660495201184
2000-10-03,1436.23,1454.82,1425.28,1426.46,21.85,-0.6802531627942532,0.0,-0.6802531627942532,2000-10,2,21,1527.46,-6.612284446073874
2000-10-04,1426.46,1439.99,1416.31,1434.32,21.54,0.5510143992821348,0.0,0.5510143992821348,2000-10,3,20,1527.46,-6.097704686211102
2000-10-05,1434.32,1444.17,1431.8,1436.28,21.03,0.13665011991745857,0.0,0.13665011991745857,2000-10,4,19,1527.46,-5.969387087059567
2000-10-06,1436.28,1443.3,1397.06,1408.99,22.71,-1.9000473445289212,0.0,-1.9000473445289212,2000-10,5,18,1527.46,-7.756013250756159
2000-10-09,1408.99,1409.69,1392.48,1402.03,24.02,-0.49397085855825695,0.0,-0.49397085855825695,2000-10,6,17,1527.46,-8.211671664069767
2000-10-10,1402.03,1408.83,1383.85,1387.02,24.86,-1.070590500916524,0.0,-1.070590500916524,2000-10,7,16,1527.46,-9.194348788184309
2000-10-11,1387.02,1387.02,1349.67,1364.59,26.57,-1.6171360182261285,0.0,-1.6171360182261285,2000-10,8,15,1527.46,-10.662799680515372
2000-10-12,1364.59,1374.93,1328.06,1329.78,30.51,-2.5509493694076624,0.0,-2.5509493694076624,2000-10,9,14,1527.46,-12.94174642871172
2000-10-13,1329.78,1374.17,1327.08,1374.17,27.6,3.3381461595151096,0.0,3.3381461595151096,2000-10,10,13,1527.46,-10.03561468058083
2000-10-16,1374.17,1379.48,1365.06,1374.62,26.79,0.03274704003142226,0.0,0.03274704003142226,2000-10,11,12,1527.46,-10.006154007306256
2000-10-17,1374.62,1380.99,1342.34,1349.97,27.84,-1.79322285431609,0.0,-1.79322285431609,2000-10,12,11,1527.46,-11.619944221125266
2000-10-18,1349.97,1356.65,1305.79,1342.13,28.72,-0.5807536463773189,0.0,-0.5807536463773189,2000-10,13,10,1527.46,-12.133214617731392
2000-10-19,1342.13,1389.93,1342.13,1388.76,25.09,3.4743281202267884,0.0,3.4743281202267884,2000-10,14,9,1527.46,-9.080434184855907
2000-10-20,1388.76,1408.47,1382.19,1396.93,24.24,0.5882945937383033,0.0,0.5882945937383033,2000-10,15,8,1527.46,-8.545559294515076
2000-10-23,1396.93,1406.96,1387.75,1395.78,24.69,-0.08232338055593758,0.0,-0.08232338055593758,2000-10,16,7,1527.46,-8.620847681772357
2000-10-24,1395.78,1415.64,1388.13,1398.13,24.28,0.1683646419923024,0.0,0.1683646419923024,2000-10,17,6,1527.46,-8.466997499116175
2000-10-25,1398.13,1398.13,1362.21,1364.9,26.65,-2.376746082267034,0.0,-2.376746082267034,2000-10,18,5,1527.46,-10.642504550037312
2000-10-26,1364.9,1372.72,1337.81,1364.44,28.62,-0.03370210271814722,0.0,-0.03370210271814722,2000-10,19,4,1527.46,-10.672619904940227
2000-10-27,1364.44,1384.57,1364.13,1379.58,26.47,1.1096127348948936,0.0,1.1096127348948936,2000-10,20,3,1527.46,-9.681431919657477
2000-10-30,1379.58,1406.36,1376.86,1398.66,25.46,1.3830296177097523,0.0,1.3830296177097523,2000-10,21,2,1527.46,-8.432299372814997
2000-10-31,1398.66,1432.22,1398.66,1429.4,23.63,2.1978179114295227,0.0,2.1978179114295227,2000-10,22,1,1527.46,-6.419808047346572
2000-11-01,1429.4,1429.6,1410.45,1421.22,24.28,-0.5722680845109851,0.0,-0.5722680845109851,2000-11,1,21,1527.46,-6.955337619315727
2000-11-02,1421.22,1433.4,1421.22,1428.32,23.92,0.4995707912919922,0.0,0.4995707912919922,2000-11,2,20,1527.46,-6.49051366320559
2000-11-03,1428.32,1433.21,1420.92,1426.69,23.67,-0.11412008513497218,0.0,-0.11412008513497218,2000-11,3,19,1527.46,-6.597226768622417
2000-11-06,1428.76,1438.46,1427.72,1432.19,24.52,0.3855077136588836,0.14509108495888157,0.2400683109829549,2000-11,4,18,1527.46,-6.237151873044137
2000-11-07,1432.19,1436.22,1423.26,1431.87,24.91,-0.02234340415727676,0.0,-0.02234340415727676,2000-11,5,17,1527.46,-6.25810168515052
2000-11-08,1431.87,1437.28,1408.78,1409.28,25.66,-1.5776571895493197,0.0,-1.5776571895493197,2000-11,6,16,1527.46,-7.737027483534761
2000-11-09,1409.28,1409.28,1369.68,1400.14,27.2,-0.6485581289736531,0.0,-0.6485581289736531,2000-11,7,15,1527.46,-8.335406491823022
2000-11-10,1400.14,1400.14,1365.97,1365.98,28.53,-2.439756024397566,0.0,-2.439756024397566,2000-11,8,14,1527.46,-10.57179893417831
2000-11-13,1365.98,1365.98,1328.62,1351.26,29.06,-1.0776146063631975,0.0,-1.0776146063631975,2000-11,9,13,1527.46,-11.535490291071454
2000-11-14,1351.26,1390.06,1351.26,1382.95,26.81,2.345218536773097,0.0,2.345218536773097,2000-11,10,12,1527.46,-9.460804210912233
2000-11-15,1382.95,1395.96,1374.75,1389.81,26.15,0.4960410716222441,0.0,0.4960410716222441,2000-11,11,11,1527.46,-9.011692613881875
2000-11-16,1389.81,1394.76,1370.39,1372.32,25.05,-1.2584453990113764,0.0,-1.2584453990113764,2000-11,12,10,1527.46,-10.156730781820807
2000-11-17,1372.32,1384.85,1355.55,1367.72,24.81,-0.3351987874548157,0.0,-0.3351987874548157,2000-11,13,9,1527.46,-10.457884330849907
2000-11-20,1367.72,1367.72,1341.67,1342.62,27.43,-1.8351709414207718,0.0,-1.8351709414207718,2000-11,14,8,1527.46,-12.101135217943524
2000-11-21,1342.62,1355.87,1333.62,1347.35,26.62,0.35229625657298147,0.0,0.35229625657298147,2000-11,15,7,1527.46,-11.791470807746201
2000-11-22,1347.35,1347.35,1321.89,1322.36,27.71,-1.854751920436415,0.0,-1.854751920436415,2000-11,16,6,1527.46,-13.427520196928242
2000-11-24,1322.36,1343.83,1322.36,1341.77,26.0,1.4678302428990708,0.0,1.4678302428990708,2000-11,17,5,1527.46,-12.15678315635107
2000-11-27,1341.77,1362.5,1341.77,1348.97,26.93,0.5366046341772401,0.0,0.5366046341772401,2000-11,18,4,1527.46,-11.685412383957681
2000-11-28,1348.97,1358.81,1334.97,1336.09,27.64,-0.9548025530590087,0.0,-0.9548025530590087,2000-11,19,3,1527.46,-12.52864232123919
2000-11-29,1336.09,1352.38,1329.28,1341.93,27.49,0.43709630339274774,0.0,0.43709630339274774,2000-11,20,2,1527.46,-12.146308250297878
2000-11-30,1341.91,1341.91,1294.9,1314.95,29.65,-2.0105370622908847,-0.0014903907059271582,-2.0090766146760974,2000-11,21,1,1527.46,-13.912639283516427
2000-12-01,1314.95,1334.67,1307.02,1315.23,27.48,0.021293585307424756,0.0,0.021293585307424756,2000-12,1,20,1527.46,-13.89430819792335
2000-12-04,1315.18,1332.06,1310.23,1324.97,27.78,0.7405548839366505,-0.0038016164473075875,0.7443847990389107,2000-12,2,19,1527.46,-13.256648291935633
2000-12-05,1324.97,1376.56,1324.97,1376.54,24.99,3.8921635961568946,0.0,3.8921635961568946,2000-12,3,18,1527.46,-9.880455134668017
2000-12-06,1376.54,1376.54,1346.15,1351.46,25.07,-1.8219594054658783,0.0,-1.8219594054658783,2000-12,4,17,1527.46,-11.522396658504968
2000-12-07,1351.46,1353.5,1339.26,1343.55,25.34,-0.5852929424474351,0.0,-0.5852929424474351,2000-12,5,16,1527.46,-12.040249826509374
2000-12-08,1343.55,1380.33,1343.55,1369.89,22.41,1.9604778385620358,0.0,1.9604778385620358,2000-12,6,15,1527.46,-10.315818417503564
2000-12-11,1369.89,1389.05,1364.14,1380.2,23.51,0.752615173481086,0.0,0.752615173481086,2000-12,7,14,1527.46,-9.640841658701373
2000-12-12,1380.2,1380.27,1370.27,1371.18,24.88,-0.6535284741341796,0.0,-0.6535284741341796,2000-12,8,13,1527.46,-10.231364487449751
2000-12-13,1371.18,1385.82,1358.48,1359.99,23.63,-0.81608541548156,0.0,-0.81608541548156,2000-12,9,12,1527.46,-10.963953229544474
2000-12-14,1359.99,1359.99,1340.48,1340.93,24.86,-1.4014808932418577,0.0,-1.4014808932418577,2000-12,10,11,1527.46,-12.211776413130293
2000-12-15,1340.93,1340.93,1305.38,1312.15,26.55,-2.1462716174595275,0.0,-2.1462716174595275,2000-12,11,10,1527.46,-14.095950139447183
2000-12-18,1312.15,1332.32,1312.15,1322.74,27.7,0.8070723621537157,0.0,0.8070723621537157,2000-12,12,9,1527.46,-13.402642295051917
2000-12-19,1322.96,1346.44,1305.2,1305.6,27.17,-1.2957950920059913,0.01663214237113131,-1.3122089859103903,2000-12,13,8,1527.46,-14.524766605999512
2000-12-20,1305.6,1305.6,1261.16,1264.74,31.74,-3.12959558823529,0.0,-3.12959558823529,2000-12,14,7,1527.46,-17.199795739331964
2000-12-21,1264.74,1285.31,1254.07,1274.86,29.66,0.8001644606796532,0.0,0.8001644606796532,2000-12,15,6,1527.46,-16.537257931467934
2000-12-22,1274.86,1305.97,1274.86,1305.95,27.55,2.4386991512793665,0.0,2.4386991512793665,2000-12,16,5,1527.46,-14.501852749008156
2000-12-26,1305.97,1315.94,1301.64,1315.19,28.73,0.707530916191268,0.001531452199543537,0.7059886521129988,2000-12,17,4,1527.46,-13.896926924436645
2000-12-27,1315.19,1332.03,1310.96,1328.92,28.14,1.0439556261832905,0.0,1.0439556261832905,2000-12,18,3,1527.46,-12.998049048747593
2000-12-28,1328.92,1335.93,1325.78,1334.22,26.57,0.3988200945128417,0.0,0.3988200945128417,2000-12,19,2,1527.46,-12.651067785735798
2000-12-29,1334.22,1340.1,1317.51,1320.28,26.85,-1.04480520453899,0.0,-1.04480520453899,2000-12,20,1,1527.46,-13.563693975619659
2001-01-02,1320.28,1320.28,1276.05,1283.27,29.99,-2.8031932620353306,0.0,-2.8031932620353306,2001-01,1,21,1527.46,-15.986670682047324
2001-01-03,1283.27,1347.76,1274.62,1347.56,26.6,5.009857629337544,0.0,5.009857629337544,2001-01,2,20,1527.46,-11.777722493551392
2001-01-04,1347.56,1350.24,1329.14,1333.34,26.97,-1.0552405829796108,0.0,-1.0552405829796108,2001-01,3,19,1527.46,-12.708679769028327
2001-01-05,1333.34,1334.77,1294.95,1298.35,28.67,-2.624236878815611,0.0,-2.624236878815611,2001-01,4,18,1527.46,-14.999410786534517
2001-01-08,1298.35,1298.35,1276.29,1295.86,29.84,-0.19178187699773197,0.0,-0.19178187699773197,2001-01,5,17,1527.46,-15.16242651198723
2001-01-09,1295.86,1311.72,1295.14,1300.8,27.99,0.3812140200330383,0.0,0.3812140200330383,2001-01,6,16,1527.46,-14.839013787595098
2001-01-10,1300.8,1313.76,1287.28,1313.27,26.8,0.9586408364083754,0.0,0.9586408364083754,2001-01,7,15,1527.46,-14.022625797074886
2001-01-11,1313.27,1332.19,1309.72,1326.82,25.79,1.0317756440031411,0.0,1.0317756440031411,2001-01,8,14,1527.46,-13.13553219069567
2001-01-12,1326.82,1333.21,1311.59,1318.55,24.56,-0.6232947950739365,0.0,-0.6232947950739365,2001-01,9,13,1527.46,-13.676953897319738
2001-01-16,1318.32,1327.81,1313.33,1326.65,25.28,0.614311175154536,-0.01744340373895925,0.6318647976212288,2001-01,10,12,1527.46,-13.146661778377172
2001-01-17,1326.65,1346.92,1325.41,1329.47,24.93,0.21256548449100077,0.0,0.21256548449100077,2001-01,11,11,1527.46,-12.962041559189766
2001-01-18,1329.89,1352.71,1327.41,1347.97,23.37,1.3915319638653,0.03159153647693813,1.3595109369947789,2001-01,12,10,1527.46,-11.750880546790096
2001-01-19,1347.97,1354.55,1336.74,1342.54,23.24,-0.40282795611178424,0.0,-0.40282795611178424,2001-01,13,9,1527.46,-12.106372670970112
2001-01-22,1342.54,1353.62,1333.84,1342.9,23.25,0.02681484350559593,0.0,0.02681484350559593,2001-01,14,8,1527.46,-12.082804132350434
2001-01-23,1342.9,1362.9,1339.63,1360.4,21.57,1.3031498994712898,0.0,1.3031498994712898,2001-01,15,7,1527.46,-10.937111282783178
2001-01-24,1360.4,1369.75,1357.28,1364.3,22.03,0.28668038812114105,0.0,0.28668038812114105,2001-01,16,6,1527.46,-10.68178544773677
2001-01-25,1364.3,1367.35,1354.63,1357.51,22.64,-0.4976911236531545,0.0,-0.4976911236531545,2001-01,17,5,1527.46,-11.126314273368862
2001-01-26,1357.51,1357.51,1342.75,1354.95,22.57,-0.18858056294244196,0.0,-0.18858056294244196,2001-01,18,4,1527.46,-11.29391277021984
2001-01-29,1354.92,1365.54,1350.36,1364.17,22.61,0.6804679139451597,-0.0022141038414691394,0.6826971334100929,2001-01,19,3,1527.46,-10.690296308904976
2001-01-30,1364.17,1375.68,1356.2,1373.73,22.57,0.7007924232317109,0.0,0.7007924232317109,2001-01,20,2,1527.46,-10.064420672227097
2001-01-31,1373.73,1383.37,1364.66,1366.01,22.02,-0.5619736047112633,0.0,-0.5619736047112633,2001-01,21,1,1527.46,-10.56983488929334
2001-02-01,1366.01,1373.5,1359.34,1373.47,21.66,0.5461160606437865,0.0,0.5461160606437865,2001-02,1,19,1527.46,-10.081442394563524
2001-02-02,1373.47,1376.38,1348.72,1349.47,21.95,-1.747398923893495,0.0,-1.747398923893495,2001-02,2,18,1527.46,-11.652678302541474
2001-02-05,1349.47,1354.56,1344.48,1354.31,22.19,0.35865932551297774,0.0,0.35865932551297774,2001-02,3,17,1527.46,-11.335812394432592
2001-02-06,1354.31,1363.55,1350.04,1352.26,21.98,-0.1513685936011644,0.0,-0.1513685936011644,2001-02,4,16,1527.46,-11.470022128239039
2001-02-07,1352.26,1352.26,1334.26,1340.89,21.67,-0.8408146362385849,0.0,-0.8408146362385849,2001-02,5,15,1527.46,-12.214395139643587
2001-02-08,1341.1,1350.32,1332.42,1332.53,21.46,-0.6234665035909082,0.015661239922715176,-0.6390276638580272,2001-02,6,14,1527.46,-12.761708980922581
2001-02-09,1332.53,1332.53,1309.98,1314.76,22.03,-1.3335534659632442,0.0,-1.3335534659632442,2001-02,7,13,1527.46,-13.925078234454588
2001-02-12,1314.76,1330.96,1313.64,1330.31,21.92,1.1827253643250435,0.0,1.1827253643250435,2001-02,8,12,1527.46,-12.907048302410542
2001-02-13,1330.31,1336.62,1317.51,1318.8,21.37,-0.865211867910487,0.0,-0.865211867910487,2001-02,9,11,1527.46,-13.660586856611634
2001-02-14,1318.8,1320.73,1304.72,1315.92,21.52,-0.218380345768876,0.0,-0.218380345768876,2001-02,10,10,1527.46,-13.849135165568981
2001-02-15,1315.92,1331.29,1315.92,1326.61,20.27,0.8123594139461288,0.0,0.8123594139461288,2001-02,11,9,1527.46,-13.14928050489048
2001-02-16,1326.61,1326.61,1293.18,1301.53,22.12,-1.890533012716622,0.0,-1.890533012716622,2001-02,12,8,1527.46,-14.791222028727432
2001-02-20,1301.53,1307.16,1278.44,1278.94,24.69,-1.7356495816462147,0.0,-1.7356495816462147,2001-02,13,7,1527.46,-16.270147827111675
2001-02-21,1278.94,1282.97,1253.16,1255.27,25.75,-1.8507514035060346,0.0,-1.8507514035060346,2001-02,14,6,1527.46,-17.819779241354933
2001-02-22,1255.27,1259.94,1228.33,1252.82,26.76,-0.1951771332064034,0.0,-0.1951771332064034,2001-02,15,5,1527.46,-17.98017624029435
2001-02-23,1252.82,1252.82,1215.44,1245.86,27.21,-0.5555466866748682,0.0,-0.5555466866748682,2001-02,16,4,1527.46,-18.43583465360796
2001-02-26,1245.86,1267.69,1241.71,1267.65,25.43,1.7489926637021869,0.0,1.7489926637021869,2001-02,17,3,1527.46,-17.00928338548963
2001-02-27,1267.65,1272.76,1252.26,1257.94,26.49,-0.7659843016605605,0.0,-0.7659843016605605,2001-02,18,2,1527.46,-17.644979246592378
2001-02-28,1257.94,1263.47,1229.65,1239.94,28.35,-1.4309108542537752,0.0,-1.4309108542537752,2001-02,19,1,1527.46,-18.823406177575844
2001-03-01,1239.94,1241.36,1214.5,1241.23,28.08,0.10403729212704604,0.0,0.10403729212704604,2001-03,1,22,1527.46,-18.738952247522032
2001-03-02,1241.23,1251.01,1219.74,1234.18,27.43,-0.5679849826381811,0.0,-0.5679849826381811,2001-03,2,21,1527.46,-19.20050279549055
2001-03-05,1234.18,1242.55,1234.04,1241.41,27.12,0.5858140627785335,0.0,0.5858140627785335,2001-03,3,20,1527.46,-18.727167978212194
2001-03-06,1241.41,1267.42,1241.41,1253.8,25.89,0.9980586591053608,0.0,0.9980586591053608,2001-03,4,19,1527.46,-17.916017440718583
2001-03-07,1253.8,1263.86,1253.8,1261.89,24.12,0.645238475035903,0.0,0.645238475035903,2001-03,5,18,1527.46,-17.38638000340434
2001-03-08,1261.89,1266.5,1257.6,1264.74,24.29,0.22585169864250965,0.0,0.22585169864250965,2001-03,6,17,1527.46,-17.199795739331964
2001-03-09,1264.74,1264.74,1228.42,1233.42,25.62,-2.4763983111153243,0.0,-2.4763983111153243,2001-03,7,16,1527.46,-19.250258599243185
2001-03-12,1233.42,1233.42,1176.78,1180.16,30.32,-4.318074946084871,0.0,-4.318074946084871,2001-03,8,15,1527.46,-22.737092951697583
2001-03-13,1180.16,1197.83,1171.5,1197.66,27.55,1.4828497830802645,0.0,1.4828497830802645,2001-03,9,14,1527.46,-21.591400102130333
2001-03-14,1197.66,1197.66,1155.35,1166.71,29.61,-2.5842058681094793,0.0,-2.5842058681094793,2001-03,10,13,1527.46,-23.617639741793564
2001-03-15,1166.71,1182.04,1166.71,1173.56,28.56,0.587121049789574,0.0,0.587121049789574,2001-03,11,12,1527.46,-23.169182826391534
2001-03-16,1173.56,1173.56,1148.64,1150.53,29.91,-1.9624049899451212,0.0,-1.9624049899451212,2001-03,12,11,1527.46,-24.67691461642204
2001-03-19,1150.53,1173.5,1147.18,1170.81,29.78,1.7626659018017854,0.0,1.7626659018017854,2001-03,13,10,1527.46,-23.34922027418067
2001-03-20,1170.81,1180.56,1142.19,1142.62,30.96,-2.4077348160675083,0.0,-2.4077348160675083,2001-03,14,9,1527.46,-25.194767784426443
2001-03-21,1142.62,1149.39,1118.74,1122.14,31.93,-1.792371917172797,0.0,-1.792371917172797,2001-03,15,8,1527.46,-26.53555575923428
2001-03-22,1122.14,1124.27,1081.19,1117.58,32.84,-0.4063664070437012,0.0,-0.4063664070437012,2001-03,16,7,1527.46,-26.834090581750104
2001-03-23,1117.58,1141.83,1117.58,1139.83,30.45,1.9909089282199144,0.0,1.9909089282199144,2001-03,17,6,1527.46,-25.37742395872888
2001-03-26,1139.83,1160.02,1139.83,1152.69,29.04,1.1282384215190122,0.0,1.1282384215190122,2001-03,18,5,1527.46,-24.535503384704015
2001-03-27,1152.69,1183.35,1150.96,1182.17,27.04,2.5574959442694833,0.0,2.5574959442694833,2001-03,19,4,1523.86,-22.42266349927158
2001-03-28,1182.17,1182.17,1147.83,1153.29,28.58,-2.4429650557872495,0.0,-2.4429650557872495,2001-03,20,3,1520.77,-24.16407477790856
2001-03-29,1153.29,1161.69,1136.26,1147.95,29.17,-0.4630231771713844,0.0,-0.4630231771713844,2001-03,21,2,1520.77,-24.515212688309205
2001-03-30,1147.95,1162.8,1143.83,1160.33,28.64,1.0784441831090064,0.0,1.0784441831090064,2001-03,22,1,1520.77,-23.701151390414072
2001-04-02,1160.33,1169.51,1137.51,1145.87,31.21,-1.246197202519972,0.0,-1.246197202519972,2001-04,1,20,1520.77,-24.65198550734168
2001-04-03,1145.87,1145.87,1100.19,1106.46,34.72,-3.439308123958207,0.0,-3.439308123958207,2001-04,2,19,1520.77,-27.243435891028884
2001-04-04,1106.46,1117.5,1091.99,1103.25,34.07,-0.29011441895776535,0.0,-0.29011441895776535,2001-04,3,18,1520.77,-27.454513174247257
2001-04-05,1103.25,1151.47,1103.25,1151.44,29.94,4.368003625651484,0.0,4.368003625651484,2001-04,4,17,1520.77,-24.285723679451852
2001-04-06,1151.44,1151.44,1119.29,1128.43,31.69,-1.9983672618634096,0.0,-1.9983672618634096,2001-04,5,16,1520.77,-25.79877298999848
2001-04-09,1128.43,1146.13,1126.38,1137.59,31.91,0.8117472949141558,0.0,0.8117472949141558,2001-04,6,15,1520.77,-25.196446536951676
2001-04-10,1137.59,1173.92,1137.59,1168.38,29.44,2.7065990383178695,0.0,2.7065990383178695,2001-04,7,14,1520.77,-23.171814278293226
2001-04-11,1168.38,1182.24,1160.26,1165.89,28.46,-0.2131155959533726,0.0,-0.2131155959533726,2001-04,8,13,1520.77,-23.335547124154203
2001-04-12,1165.89,1183.51,1157.73,1183.5,26.12,1.5104340889792178,0.0,1.5104340889792178,2001-04,9,12,1520.77,-22.177581093788014
2001-04-16,1183.5,1184.64,1167.38,1179.68,26.33,-0.32277144064215557,0.0,-0.32277144064215557,2001-04,10,11,1520.77,-22.428769636434172
2001-04-17,1179.68,1192.25,1168.9,1191.81,25.61,1.0282449477824418,0.0,1.0282449477824418,2001-04,11,10,1520.77,-21.631147379288127
2001-04-18,1191.81,1248.42,1191.81,1238.16,24.13,3.889042716540403,0.0,3.889042716540403,2001-04,12,9,1520.77,-18.58334922440605
2001-04-19,1238.16,1253.71,1233.39,1253.69,24.16,1.2542805453253258,0.0,1.2542805453253258,2001-04,13,8,1520.77,-17.56215601307232
2001-04-20,1253.7,1253.7,1234.41,1242.98,25.38,-0.854278170839684,0.0007976453509250803,-0.8550689957725122,2001-04,14,7,1520.77,-18.26640451876352
2001-04-23,1242.98,1242.98,1217.47,1224.36,28.16,-1.4980128401100634,0.0,-1.4980128401100634,2001-04,15,6,1520.77,-19.490784273756063
2001-04-24,1224.36,1233.54,1208.89,1209.47,28.49,-1.216145578097938,0.0,-1.216145578097938,2001-04,16,5,1520.77,-20.469893540772105
2001-04-25,1209.47,1232.36,1207.38,1228.75,27.4,1.5940866660603348,0.0,1.5940866660603348,2001-04,17,4,1520.77,-19.202114718201962
2001-04-26,1228.75,1248.3,1228.75,1234.52,25.96,0.4695829094608417,0.0,0.4695829094608417,2001-04,18,3,1520.77,-18.82270165771287
2001-04-27,1234.52,1253.07,1234.52,1253.05,24.02,1.5009882383436368,0.0,1.5009882383436368,2001-04,19,2,1520.77,-17.604239957390007
2001-04-30,1253.05,1269.3,1243.99,1249.46,25.48,-0.2865009377119754,0.0,-0.2865009377119754,2001-04,20,1,1520.77,-17.840304582546995
2001-05-01,1249.46,1266.47,1243.55,1266.44,24.2,1.358987082419616,0.0,1.358987082419616,2001-05,1,22,1520.77,-16.723764934868516
2001-05-02,1266.44,1272.93,1257.7,1267.43,24.23,0.07817188338965497,0.0,0.07817188338965497,2001-05,2,21,1520.77,-16.658666333502104
2001-05-03,1267.43,1267.43,1239.88,1248.58,25.78,-1.4872616239161252,0.0,-1.4872616239161252,2001-05,3,20,1520.77,-17.898170005983815
2001-05-04,1248.58,1267.51,1232.0,1266.61,23.91,1.444040429928406,0.0,1.444040429928406,2001-05,4,19,1520.77,-16.712586387159142
2001-05-07,1266.61,1270.0,1259.19,1263.51,24.86,-0.24474779134855407,0.0,-0.24474779134855407,2001-05,5,18,1520.77,-16.916430492447905
2001-05-08,1266.71,1267.01,1253.0,1261.2,24.44,-0.1828240377994561,0.25326273634558305,-0.43498511893014236,2001-05,6,17,1520.77,-17.068327228969533
2001-05-09,1261.2,1261.65,1247.83,1255.54,24.35,-0.4487789406914078,0.0,-0.4487789406914078,2001-05,7,16,1520.77,-17.44050711152903
2001-05-10,1255.54,1268.14,1254.56,1255.18,24.0,-0.028672921611405666,0.0,-0.028672921611405666,2001-05,8,15,1520.77,-17.46417933020772
2001-05-11,1255.18,1259.84,1240.79,1245.67,23.54,-0.7576602558995504,0.0,-0.7576602558995504,2001-05,9,14,1520.77,-18.08952044030326
2001-05-14,1245.67,1249.68,1241.02,1248.92,24.26,0.2609037706615691,0.0,0.2609037706615691,2001-05,10,13,1520.77,-17.87581291056504
2001-05-15,1248.92,1257.45,1245.36,1249.44,23.71,0.04163597348108006,0.0,0.04163597348108006,2001-05,11,12,1520.77,-17.84161970580692
2001-05-16,1249.44,1286.39,1243.02,1284.99,21.89,2.8452746830579967,0.0,2.8452746830579967,2001-05,12,11,1520.77,-15.50398811128573
2001-05-17,1284.99,1296.48,1282.65,1288.49,21.47,0.2723756605109706,0.0,0.2723756605109706,2001-05,13,10,1520.77,-15.273841540798411
2001-05-18,1288.49,1292.06,1281.15,1291.96,21.23,0.2693074839540843,0.0,0.2693074839540843,2001-05,14,9,1520.77,-15.045667655200981
2001-05-21,1291.96,1312.95,1287.87,1312.83,20.76,1.6153750890120389,0.0,1.6153750890120389,2001-05,15,8,1520.77,-13.673336533466603
2001-05-22,1312.83,1315.93,1306.89,1309.38,21.35,-0.26279106967389554,0.0,-0.26279106967389554,2001-05,16,7,1520.77,-13.90019529580409
2001-05-23,1309.38,1309.38,1288.7,1289.05,22.08,-1.5526432357299003,0.0,-1.5526432357299003,2001-05,17,6,1520.77,-15.237018089520443
2001-05-24,1289.05,1295.04,1281.22,1293.17,20.57,0.319615220511249,0.0,0.319615220511249,2001-05,18,5,1520.77,-14.966102697975362
2001-05-25,1293.17,1293.17,1276.42,1277.89,20.6,-1.1815925207049327,0.0,-1.1815925207049327,2001-05,19,4,1520.77,-15.970856868559999
2001-05-29,1277.89,1278.42,1265.41,1267.93,22.14,-0.7794098083559686,0.0,-0.7794098083559686,2001-05,20,3,1520.77,-16.625788252003915
2001-05-30,1267.93,1267.93,1245.96,1248.08,22.76,-1.5655438391709464,0.0,-1.5655438391709464,2001-05,21,2,1520.77,-17.931048087482004
2001-05-31,1248.08,1261.91,1248.07,1255.82,22.64,0.6201525543234387,0.0,0.6201525543234387,2001-05,22,1,1520.77,-17.422095385890046
2001-06-01,1255.82,1265.34,1246.88,1260.67,21.59,0.386201844213363,0.0,0.386201844213363,2001-06,1,21,1520.77,-17.103177995357612
2001-06-04,1260.67,1267.17,1256.36,1267.11,21.38,0.5108394742478151,0.0,0.5108394742478151,2001-06,2,20,1520.77,-16.679708305660952
2001-06-05,1267.11,1286.62,1267.11,1283.57,19.58,1.2990190275508962,0.0,1.2990190275508962,2001-06,3,19,1520.77,-15.597361862740588
2001-06-06,1283.57,1283.85,1269.01,1270.03,20.39,-1.0548704005235332,0.0,-1.0548704005235332,2001-06,4,18,1520.77,-16.487700309711528
2001-06-07,1270.03,1277.08,1265.08,1276.96,19.67,0.545656401817296,0.0,0.545656401817296,2001-06,5,17,1520.77,-16.032010100146632
2001-06-08,1276.96,1277.11,1259.99,1264.96,19.92,-0.9397318631750418,0.0,-0.9397318631750418,2001-06,6,16,1520.77,-16.821084056103157
2001-06-11,1264.96,1264.96,1249.23,1254.39,20.7,-0.8355995446496234,0.0,-0.8355995446496234,2001-06,7,15,1520.77,-17.516126698974855
2001-06-12,1254.39,1261.0,1235.75,1255.85,20.7,0.11639123398623497,0.0,0.11639123398623497,2001-06,8,14,1520.77,-17.420122701000157
2001-06-13,1255.85,1259.75,1241.59,1241.6,21.45,-1.1346896524266459,0.0,-1.1346896524266459,2001-06,9,13,1520.77,-18.357148023698528
