,LogReg_v92,ElasticNet_v92,MLP_v92,EWLogit_v92,som_ret,remaining_ret,monthly_return,Ensemble_v92
2008-05-01,-0.49187643247012885,-2.7291538566504427,0.12697251926347536,0.27892993899615753,0.2483,-1.5819,-0.6358,-0.7037819577152348
2008-06-01,-3.036798920975494,-4.59511985013459,-4.585767228603189,-1.5429560813316445,-2.6253,-5.4169,-7.6259,-3.4401605202612293
2008-07-01,0.26897471195525674,-0.09605830488415029,-1.4259416195447343,0.6674304730780065,-3.6761,2.2271,-1.3643,-0.14639868484890534
2008-08-01,0.729375157850006,2.7559201907129216,-0.39919560697882217,1.029978135297718,2.2788,-0.3889,1.7869,1.029019469220456
2008-09-01,-4.274226420103795,-4.59511985013459,-4.59511985013459,-1.6991047037724976,-5.0793,-6.2389,-8.7055,-3.7908927060363684
2008-10-01,-4.3246106587791555,-4.59511985013459,-1.2003234263564309,-3.268528254399933,-18.0947,2.3926,-16.5633,-3.3471455474175267
2008-11-01,4.595119850134589,4.595119850134589,4.595119850134589,4.595119850134589,-10.0331,-0.8184,-7.2503,4.595119850134589
2008-12-01,-0.36864566841508667,4.595119850134589,-4.25173661880217,2.759017184882415,8.6561,2.9794,10.6639,0.6834386869499369
2009-01-01,0.9994473714017397,4.595119850134589,-1.8310023521132786,-2.0947048759950677,-9.5624,-1.0627,-11.3672,0.4172149983569955
2009-02-01,-4.304647401790515,-4.59511985013459,-2.032718731922206,-2.9296015272625127,-1.3045,-11.4653,-10.9457,-3.465521877777456
2009-03-01,3.084840261162972,2.3791622930649203,3.2517651034511528,1.3261639961268712,7.3217,7.3901,13.8481,2.510482913451479
2009-04-01,3.1018140277338286,4.595119850134589,4.366295677064093,1.2516805385542331,5.7156,2.9582,7.6108,3.3287275233716858
2009-05-01,2.999359390086037,4.595119850134589,4.595119850134589,1.476680270399608,2.0588,3.6634,4.7429,3.4165698401887057
2009-06-01,1.3096678196724145,4.595119850134589,3.19486419403124,0.6097534772829886,-1.0269,-1.7802,-2.4977,2.4273513352803078
2009-07-01,3.1948455200991206,4.595119850134589,4.520137847022976,1.3563948396144507,0.0875,7.7358,6.9477,3.416624514217784
2009-08-01,1.563470093970117,4.595119850134589,2.3285059923562454,0.6388178055881724,-0.4213,1.2198,1.7943,2.281478435512281
2009-09-01,-1.562280544833085,-4.59511985013459,-1.6819318262962495,0.3105667265702422,5.7863,-1.1937,5.9156,-1.8821913736734206
2009-10-01,-3.439412180388242,-4.59511985013459,-2.0266137338257897,-1.8560632056458053,5.3676,-3.454,0.6156,-2.979302242498607
2009-11-01,-0.13768245343899657,-2.8569328466427724,1.244920182674384,0.5007587759845741,5.4551,0.1396,5.0581,-0.31223408535570263
2009-12-01,-0.07029825028622867,0.8339986796789018,0.8934292841937631,-1.144957184960101,-0.0779,1.7835,0.5627,0.1280431321565838
2010-01-01,-2.6290027656857697,-4.59511985013459,-2.544032825158248,-1.3389614176971971,0.9442,-4.893,-5.2181,-2.776779214668951
2010-02-01,1.4778255117561707,4.595119850134589,1.0188980645918835,1.4603868612627544,-0.541,2.4983,1.4047,2.1380575719363497
2010-03-01,1.1821734595643225,4.595119850134589,2.19247292762432,1.4830691857059413,3.1775,2.2497,4.8149,2.3632088557572932
2010-04-01,1.195467570476135,4.595119850134589,0.2440576542433512,1.1602605116977427,2.0163,-0.7922,0.7291,1.7987263966379543
2010-05-01,-1.34198336525778,-2.5816729315206066,-0.561355444279101,-0.20929632414192376,-4.8038,-4.7283,-9.3865,-1.173577016299853
2010-06-01,-4.541179093913984,-4.59511985013459,-1.318586374630602,-1.3809645385434486,2.6965,-6.2848,-3.7358,-2.958962464305656
2010-07-01,1.7641525090160548,3.254198913434009,2.3575729123577323,2.010515022815303,5.5729,2.5574,7.2252,2.3466098394057746
2010-08-01,-1.3263965584030208,-3.0979957914654466,-0.6071680310084752,-1.6562787291928478,-3.6425,-1.6306,-6.7975,-1.6719597775174477
2010-09-01,0.986010812884447,0.40699484586482376,1.4311558181565875,1.3404494116496268,4.015,1.6585,5.6383,1.0411527221388712
2010-10-01,1.3383370923208413,0.01204085091525227,0.9354493126619069,1.2711577514783854,2.6413,0.8271,3.2297,0.8892462518440964
2010-11-01,0.16351490972503113,0.00026215331654276297,0.5775298063600879,-0.4311547669570756,1.4463,-0.2108,-0.3234,0.07753802561114655
2010-12-01,2.483173962704832,2.8220905426737195,1.0401371167269287,2.7086999116601365,2.8224,1.9585,4.2759,2.2635253834414044
2011-01-01,0.9530368665352614,1.6591296181110131,1.3135330311596707,0.5305362683194653,1.2666,0.4301,1.1204,1.1140589460313526
2011-02-01,1.1129234566409272,3.3531781199437733,1.569437164012354,0.899364178296268,1.6782,-1.058,1.5012,1.7337257297233304
2011-03-01,-0.24872532533043903,2.617126575473538,-0.034557443348749654,-1.5622421162648625,-1.4869,3.3364,1.4927,0.19290042263237173
2011-04-01,1.594010783077887,4.595119850134589,0.6247054548629525,1.2209105555322228,-1.4131,3.5704,2.3416,2.0086866609019127
2011-05-01,-0.05969232062803616,-0.008630676591020403,0.054069574956689,0.11756304838448402,-1.7506,-0.8556,-1.1769,0.025827406530529114
2011-06-01,0.45085701374897985,1.3461680372865212,0.44777856626565643,0.47167656962832816,-3.1799,4.2154,0.4633,0.6791200467323714
2011-07-01,-0.941946680336983,-4.59511985013459,-1.2038828968692143,0.21903399403837148,-1.843,-2.3951,-3.5374,-1.630478858325604
2011-08-01,1.084458205853703,4.595119850134589,0.8143134579297947,1.1430513857497817,-8.7842,2.4413,-5.2877,1.9092357249169671
2011-09-01,-4.59511985013459,-4.59511985013459,-3.3630945733588313,-2.6165450295187074,-0.5204,-5.7924,-6.061,-3.7924698257866796
2011-10-01,2.0631024060898917,1.3033664327819983,2.34626256248716,2.3250234246687738,10.2905,2.9939,14.0162,2.009438706506956
2011-11-01,-0.9522979104953381,-3.099844574925699,-1.2493643406552313,0.9404779033163638,2.6045,-1.3806,2.3541,-1.0902572306899763
