,LogRegv92,ElasticNetv92,MLPv92,EWLogitv92,Ensemblev92,somret,remainingret,monthly_return,vixmonth,vixchg1m,vixspike,hmmstressprob,kalmanuncertainty,hawkesvixintensity,vrp
2016-08-01,1.734163250444092,3.468566935241658,3.874803372140542,1.5520381026837076,2.6573929151275,0.48076923076925127,-0.5998031180605046,-0.12191755612808164,12.44,-15.775220040622884,0,0.21627906976744185,0.9592189932339924,0.47885310120862445,-110.94684210425764
2016-09-01,0.311558938350993,-1.4784950792486677,0.1791436789901752,0.377938725744736,-0.15246343404069085,-1.0912273428683061,0.9784562651937723,-0.12344825997834263,13.48,8.36012861736335,0,0.30697674418604654,0.9592189932339924,0.46796690681416875,-303.3579972084565
2016-10-01,0.15476387826810578,3.106482050234376,-1.2758714931092585,0.28346718861328224,0.5672104060016263,-1.6275648327929604,-0.32020928466276466,-1.942562503747225,13.57,0.667655786350152,0,0.386046511627907,0.9592189932339924,0.4619794998972181,-130.5272392109033
2016-11-01,0.9169042141104758,0.9818664262641777,2.1481117596235473,-0.3333234641014105,0.9283897339741976,1.7896197352021082,1.5992052490527708,3.4174446769983158,18.56,36.7722918201916,1,0.8348837209302326,0.9592189932339924,0.4586864260928952,-212.6657989469522
2016-12-01,2.542274114822782,4.595119850134589,4.595119850134589,0.8172078209804168,3.1374304090180942,2.4772490574447303,-0.6412873677483666,1.8200754044233047,14.07,-24.19181034482758,0,0.4325581395348837,0.9592189932339924,1.2568752355005177,-160.52851153734642
2017-01-01,0.9529501005335977,-1.687637512167007,4.595119850134589,0.23464965202632906,1.0237705226318772,1.2979994014730822,0.48415046585152943,1.7884341374735824,12.85,-8.67093105899076,0,0.25813953488372093,0.9592189932339924,0.8958790806747101,-129.21643882892704
2017-02-01,0.38795087899953357,1.6443996501831428,1.2361903758848005,0.207470863288312,0.8690029420889471,2.576276838959668,1.1148281556139228,3.7198260541408734,11.81,-8.093385214007775,0,0.11162790697674418,0.9592189932339924,0.6973311955205159,-89.27613588329672
2017-03-01,1.0504568656655324,4.595119850134589,4.595119850134589,-1.1114083138169544,2.282322063029439,0.07657680526644839,-0.11541144391130631,-0.03892301704151446,12.54,6.181202370872141,0,0.3209302325581395,0.9592189932339924,0.5881298586857091,-164.60454823904146
2017-04-01,0.11726238483306135,-0.7582777539167489,-0.1324810491116571,0.4984113380824059,-0.06877127002823466,-0.58026342520483,1.498077913674245,0.909121690255299,12.38,-1.2759170653907415,0,0.3,0.9592189932339924,0.5280691234265653,-148.046276785442
2017-05-01,1.357354374205767,4.595119850134589,2.1076886604140634,1.2650082085442829,2.3312927733246753,0.2810166932304403,0.874147810447945,1.157621004949272,10.11,-18.336025848142178,0,0.01627906976744186,0.9592189932339924,0.4950357190340362,-158.38059512911303
2017-06-01,0.626934823997162,2.9824449423849355,-0.044288362799960665,1.0984932532271834,1.16589616420233,1.0830085413384039,-0.5951794972763769,0.48138319927024664,9.89,-2.1760633036597365,0,0.06279069767441861,0.9592189932339924,0.4768673466181452,-149.8261278835464
2017-07-01,-0.873269716706369,-2.840790943069966,-2.241888578937314,-0.27950688430181336,-1.5588640307538655,1.4743687613734346,0.453817188122696,1.9348768883515444,11.22,13.447927199191101,0,0.36511627906976746,0.9592189932339924,0.46687474178940525,-111.95689660285976
2017-08-01,0.2973575770922388,2.9121236996404187,2.1455012654370256,-0.8435756639822257,1.1278517195468643,-0.18054487309233647,0.23561950491515216,0.05464923288669432,10.09,-10.071301247771846,0,0.17209302325581396,0.9592189932339924,1.2613788091335982,-192.6196353287054
2017-09-01,0.9467908286417085,-0.6980334394510928,0.10351234644888967,1.8187964475163516,0.5427665457889642,1.156312584710606,0.765129608076065,1.9302894827342154,10.13,0.3964321110009994,0,0.24883720930232558,0.9592189932339924,0.8983560461729044,-112.65975343180233
2017-10-01,1.1971942384418266,3.5325025964650103,1.6412829046067603,1.6243297288152883,1.9988273670822214,1.3420074939667126,0.8651989487578282,2.2188174774546043,9.45,-6.712734452122426,0,0.2,0.9592189932339924,0.6986935265445228,-96.39189942235393
2017-11-01,1.5072170687917459,4.540756584403382,3.2957802474953155,1.0964413576343692,2.610048814581203,0.14018002065809831,2.6643452364795372,2.8082601368405458,10.2,7.9365079365079305,0,0.34651162790697676,0.9592189932339924,0.5888791407489129,-128.00481754054306
2017-12-01,2.178299071082041,4.595119850134589,2.603554595269896,1.8415414394607243,2.8046287389868128,0.16732261159249084,0.8144765668304466,0.9831619818853499,11.43,12.058823529411766,0,0.7023255813953488,0.9592189932339924,0.5284812285613274,-111.48395204574086
2018-01-01,1.705015620696092,4.096892903837228,3.8923627199387734,-0.20386720138756137,2.372601010771133,3.845362637033811,1.706874320167695,5.617872464570373,9.77,-14.523184601924765,0,0.22093023255813954,0.9592189932339924,1.2952623768581555,-184.65009334902302
2018-02-01,1.9964460150387509,4.595119850134589,4.595119850134589,1.784218656304176,3.2427260929030264,-4.433017802189232,0.5632487595557789,-3.8947379604151844,13.47,37.87103377686798,1,0.9441860465116279,0.9592189932339924,0.9169920084214109,-580.3643066990948
2018-03-01,0.6974663564843807,0.664450515118985,-0.8226374310955963,1.566964407779287,0.5265609620717642,1.3136416061433565,-3.9502014926458884,-2.6884513768364315,22.47,66.81514476614699,1,1.0,0.9592189932339924,1.5089433057812014,-416.7657689904156
2018-04-01,-1.4587238792265276,-4.59511985013459,-2.363890887819204,1.2431578667222984,-1.793644187614506,0.5842771510903733,-0.3105823890373838,0.2718801001185378,23.62,5.117935024477083,0,0.958139534883721,0.9592189932339924,1.8345165193290862,-352.83271839371247
2018-05-01,1.5574577153681946,1.003667401959694,4.126794907791985,1.0649259615508453,1.9382114966676798,3.0996393572628955,-0.9105793497013015,2.160835331659139,15.49,-34.41998306519899,0,0.727906976744186,0.9592189932339924,1.2135817867804228,-211.4188931888728
2018-06-01,0.0737725479120457,-3.20589765365932,1.7295659315840168,-0.3948345179793424,-0.44934842303564987,2.8544285782934775,-2.304410797523082,0.4842400204046138,13.46,-13.105229180116195,0,0.6069767441860465,0.9592189932339924,0.872067683878658,-179.66267409543693
2018-07-01,-1.4604938187559404,-4.59511985013459,1.2228347442093856,-0.9646686069869304,-1.4493618829170187,2.945147275757165,0.638214999124509,3.6021586465418753,15.6,15.89895988112926,0,0.7093023255813954,0.9592189932339924,0.6842349272826872,-173.13636864204216
2018-08-01,1.2509839220993775,2.9918011992975164,1.8599484538191728,0.5007294466788776,1.650865755473736,0.840467423454272,2.1676361638896413,3.0263218631604083,13.15,-15.705128205128204,0,0.5302325581395348,0.9592189932339924,1.3809269111549034,-140.35692541280832
2018-09-01,2.5609452463037417,4.595119850134589,1.3973898836083856,1.6378311712985385,2.5478215378363136,-0.43839091234938454,0.8716422043755223,0.42943009181395375,13.16,0.07604562737641984,0,0.513953488372093,0.9592189932339924,0.9641075022846223,-110.4132290173139
2018-10-01,1.503574097353184,4.595119850134589,1.136943642756827,1.967170027977135,2.3007019045554338,-5.039499241587109,-2.001712966141822,-6.940335897981464,12.0,-8.814589665653493,0,0.42093023255813955,0.9592189932339924,0.7348568274059676,-476.0497576599887
2018-11-01,-1.7809299934984095,-4.59511985013459,0.19444078832263906,-1.233155961300764,-1.853691254152781,-0.3746671878572361,2.168730890812043,1.785938179914015,19.34,61.16666666666666,1,0.813953488372093,0.9592189932339924,0.6087689562227075,-391.99433002791125
2018-12-01,2.521596684582512,4.595119850134589,3.542219931321146,0.6631527812054272,2.8305223118109186,-7.761478459660099,-1.5353857514316949,-9.177695576721733,16.44,-14.994829369183037,0,0.6488372093023256,0.9592189932339924,1.3394206270719144,-633.6426631427541
2019-01-01,-0.7415199757242249,-4.59511985013459,-0.02598193408168345,-0.559231770405221,-1.48046338258643,4.1266928615593335,3.5934566908018217,7.868440473103688,23.22,41.24087591240875,1,0.8953488372093024,0.9592189932339924,0.9412790460389784,-381.3032320499275
2019-02-01,4.120832460088322,4.595119850134589,2.803894912735295,3.9004038826427836,3.8550627764002474,1.5395140712251898,1.4116464473928447,2.972893014311606,16.14,-30.490956072351416,0,0.5255813953488372,0.9592189932339924,1.5223011764708634,-163.93615219272738
2019-03-01,2.087037018159088,4.595119850134589,2.559841430668389,1.2877728982615875,2.6324427993059136,0.8615581309324272,0.9229191591181074,1.792428775107835,13.57,-15.92317224287485,0,0.3511627906976744,0.9592189932339924,1.0418633482084,-242.2916389373617
2019-04-01,1.015032270335262,4.450863271393077,3.312255137442092,0.6296087822202869,2.3519398653476795,2.575853796217875,1.3214510509353738,3.9313434942139347,13.4,-1.2527634487840777,0,0.3883720930232558,0.9592189932339924,0.7776225426640454,-121.42150896416715
2019-05-01,1.901928742280161,4.595119850134589,4.595119850134589,0.4811356338750052,2.893326019106086,-3.7822956518196893,-2.9053665489466862,-6.577772648116154,14.8,10.447761194029859,0,0.5372093023255814,0.9592189932339924,0.6322900996146503,-290.10018233043485
2019-06-01,-1.9352974715143856,-4.59511985013459,-4.59511985013459,1.2199364749727137,-2.476400174202713,4.902509392963816,1.897484568649599,6.893018320821498,18.86,27.432432432432428,0,0.8116279069767441,0.9592189932339924,0.552357255937483,-211.3498779265039
2019-07-01,3.05118049102046,4.595119850134589,4.595119850134589,1.1040885668220657,3.336377189527926,2.465870771238987,-1.1253027236837743,1.3128195366039375,14.06,-25.450689289501582,0,0.45813953488372094,0.9592189932339924,1.308394191915041,-168.84501002129466
2019-08-01,-0.03014089118314229,-3.8970880220071997,0.7861010565707558,-0.7279592985447229,-0.9672717887910772,-4.690005972392786,3.0226008589734565,-1.809165274226776,17.87,27.09815078236131,0,0.7534883720930232,0.9592189932339924,0.924214506702698,-478.60576367570184
2019-09-01,1.964744525036436,4.595119850134589,-0.01878436007690022,0.8460374912720301,1.8467793765915388,2.4432249202107625,-0.7078146472935032,1.7181167690656807,19.66,10.01678791270284,0,0.8069767441860465,0.9592189932339924,1.5129156798359094,-173.441454969807
2019-10-01,0.4954016050927442,-0.47883983742476455,0.25031830927512694,-0.08312581341501946,0.04593856588202179,-0.35575831278511494,2.407497935033631,2.0431747482144935,18.56,-5.595116988809778,0,0.7209302325581395,0.9592189932339924,1.0367013250591754,-266.635274449046
2019-11-01,2.9084367249285856,4.595119850134589,0.7132711644004878,1.3348525980858157,2.3879200843873694,1.9446529451270234,1.432202103577107,3.404706409091518,12.3,-33.72844827586206,0,0.07441860465116279,0.9592189932339924,0.7747834299319719,-113.30706858062727
2019-12-01,1.382465408751737,4.595119850134589,0.7239528857589194,1.8365394167944993,2.134519390359936,0.8857108291042914,1.9559454683160782,2.8589803182446305,14.91,21.219512195121947,0,0.4604651162790698,0.9592189932339924,0.6307285876120099,-151.91773913758945
2020-01-01,2.691577631207986,4.595119850134589,3.4037254959164858,1.501920693675426,3.048085917733622,1.811017772797885,-1.9387162579158401,-0.1628089811129274,12.47,-16.36485580147552,0,0.12558139534883722,0.9592189932339924,0.5514984243360308,-246.64017402067273
2020-02-01,-1.8046783600034944,-4.59511985013459,-4.59511985013459,0.35908627295046885,-2.6589579468305513,4.794265730796887,-12.601178642431133,-8.411046900964813,17.97,44.10585404971932,1,0.7976744186046512,0.9592189932339924,0.5079218345342422,-523.177231778602
