month,SPX_BH,LogRegv92_LS,MLPv92_LS,Ensemblev92_LS,Ensemblev92_LO,Ensemblev92_Binary
2021-04-01,1.2606339596850187,1.224427628051023,1.042356619211149,1.2136012573590258,1.2584952244040848,1.613750759292999
2021-05-01,1.283746422701884,1.241524610064035,1.0519572811742732,1.2304235269079216,1.2760250926255623,1.6184887315222833
2021-06-01,1.3058307124116246,1.2579028001783235,1.0615038186383847,1.2465723459035114,1.2928174061848072,1.6618820329031272
2021-07-01,1.3264040752856698,1.2729615163809078,1.0709655976213017,1.2614626999349587,1.3082676941061402,1.6949501615938336
2021-08-01,1.3467232593149712,1.2877788435813855,1.0811880588097058,1.2761461804138308,1.3234811371189759,1.748981782845122
2021-09-01,1.3078541326046225,1.2611174711265518,1.063211381774051,1.2498413817400833,1.2964918389100568,1.6736653803304626
2021-10-01,1.3638760643747414,1.2245951830646757,1.036834857979885,1.213839352980745,1.2964918389100568,1.6986598991203177
2021-11-01,1.3363203123701142,1.207721124399778,1.0245693530037008,1.1972394889336617,1.2787962222612466,1.6643401745184907
2021-12-01,1.366319367062511,1.189624933682433,1.0123972254982678,1.17932221607737,1.2787962222612466,1.725439766665239
2022-01-01,1.3336370078023756,1.1715269163754896,1.0007733212465126,1.161394059170195,1.2594457341224679,1.6841672474466065
2022-02-01,1.3063161200605362,1.187959797009274,1.0105675945224253,1.1776649526609952,1.2594457341224679,1.6499230748042746
2022-03-01,1.4027627455207257,1.1307964735679148,1.001893390622884,1.121079873899346,1.2594457341224679,1.6499230748042746
2022-04-01,1.3295679882221998,1.0916371953704427,0.9726757567711974,1.0822570797982156,1.2159800283754758,1.5638317386840623
2022-05-01,1.3777674869312309,1.0654103300052078,0.9522528502626926,1.0562555741305675,1.2159800283754758,1.5043029197193147
2022-06-01,1.394835270559335,1.0739614088151108,0.9582030886267903,1.0647331760492063,1.2257705871535087,1.5229382242887977
2022-07-01,1.4886435218455325,1.0256210662206369,0.9364204333383533,1.0168082077221723,1.2257705871535087,1.5305986035569705
2022-08-01,1.3831344235912086,0.9769667286537742,0.8975407730325529,0.9685719424886845,1.168087527758755,1.4221158969312668
2022-09-01,1.299385634242761,1.0159724144336462,0.9289038944601659,1.0072424639464348,1.168087527758755,1.4019702031353385
2022-10-01,1.371248156744557,0.980608372685401,0.9006878192004175,0.9721822949501502,1.168087527758755,1.4019702031353385
2022-11-01,1.3971743456441263,0.9926889715884987,0.9103708876209418,0.9841590888396652,1.1824742655879248,1.4284772537660184
2022-12-01,1.358535489115338,0.973932498939696,0.8953601451145903,0.9655637850131775,1.1604080696973857,1.344875622489362
2023-01-01,1.4059266411176374,0.9504052794145981,0.8776217242245301,0.9422387279273722,1.1604080696973857,1.3927209176350437
2023-02-01,1.3550531856087957,0.9266194928018353,0.8586296259474037,0.9186227909119951,1.1316835502461096,1.3423253112304196
2023-03-01,1.424075529724151,0.8947297898619404,0.8328489186333506,0.8870082952710474,1.1316835502461096,1.324109956757023
2023-04-01,1.4237864423916171,0.8946037700280087,0.8327467264692046,0.8868833629849733,1.1315244281355903,1.3238411624358013
2023-05-01,1.4563754902715187,0.9088645215760821,0.8392177834034192,0.9010210446216743,1.1495574993745665,1.3413847055204007
2023-06-01,1.4743559020744108,0.9162882279544,0.8425248821840888,0.9071607710695507,1.1573907998556094,1.3929207059064943
2023-07-01,1.4852661357497616,0.9210647699984467,0.8458093845058976,0.9118897323630916,1.1634404004681262,1.4032283191302024
2023-08-01,1.5038854320275208,0.9291118107770064,0.8516434775261229,0.9198643902073512,1.1736996440180627,1.3828702826762616
2023-09-01,1.4406620884650838,0.9021779094487486,0.8492741883160922,0.8931985611501323,1.1399152278854003,1.367037800809901
2023-10-01,1.3973226508577887,0.92040308269453,0.8643228430984115,0.9112555474173443,1.1399152278854003,1.367037800809901
2023-11-01,1.4298495275244563,0.905911471337542,0.8535904041716033,0.8969079626597928,1.1399152278854003,1.367037800809901
2023-12-01,1.4432743847383835,0.9118069817184788,0.8583843843359601,0.9027448798110886,1.1473245517312258,1.3798729187217051
2024-01-01,1.4852751126086554,0.9302250659314425,0.8736095739981867,0.9209799137081156,1.1705679130876363,1.4279449314641317
2024-02-01,1.5168476056773776,0.943906339539433,0.8847798447410496,0.9345252143545646,1.1879612927192864,1.486237927401292
2024-03-01,1.542344297081209,0.9550044729956927,0.8936642587113183,0.9455130476942657,1.2020555622737814,1.515396429298978
2024-04-01,1.5240706018493908,0.9473007531948289,0.8873240300645513,0.9378858922269737,1.1923400206031491,1.4614619549837982
2024-05-01,1.5277588527058665,0.9466598058494526,0.8864494069169566,0.9372379933606085,1.1923400206031491,1.5315931298176058
2024-06-01,1.536881100815373,0.9506463066255179,0.8882135276218721,0.9411848177264506,1.1973721449665429,1.5315931298176058
2024-07-01,1.487819245434044,0.9300562457373637,0.8741786986884077,0.9207947107607151,1.1718087686754874,1.4827000823344383
2024-08-01,1.516681450976219,0.917950265268511,0.866062095200979,0.9088034341226175,1.1718087686754874,1.488040768031007
2024-09-01,1.5458715021817075,0.9298909485012044,0.8759292918186468,0.9205762201827195,1.1869737658610935,1.516679600652532
2024-10-01,1.5240005121688407,0.9209826420660829,0.8719350166925973,0.9117700448755347,1.175704775562143,1.5254505587831058
2024-11-01,1.5485125364065644,0.919781962295606,0.8728914610336421,0.9070486390210715,1.175704775562143,1.580771023297375
2024-12-01,1.5070433706815967,0.9029789073426686,0.8588631628612885,0.8905266309682971,1.1545280912014169,1.5384379752934714
2025-01-01,1.5274969633084872,0.8945560532142286,0.8525601125285178,0.8822442065898404,1.1545280912014169,1.56115608887463
2025-02-01,1.4649841500850873,0.8695824734911412,0.834729146597341,0.857560215301185,1.122857869068902,1.497265775937436
2025-03-01,1.4687183946836542,0.8680877212443713,0.8334747107561599,0.856085049491562,1.122857869068902,1.4358853654528807
2025-04-01,1.5410924310184806,0.8468471926687985,0.815079064263913,0.829097459355448,1.122857869068902,1.4358853654528807
2025-05-01,1.5496639871198055,0.8499132834700521,0.8176543507044397,0.8320970899043241,1.1269084364839483,1.4438717598555297
2025-06-01,1.5983296349713159,0.8318959097938886,0.8025722666114574,0.8144703053818195,1.1269084364839483,1.462387971303917
2025-07-01,1.6113208582443626,0.836565654366848,0.8064951084540103,0.8190422334843819,1.133293098847022,1.474274260734675
2025-08-01,1.6114497639130223,0.8366116715101821,0.8065316228273702,0.8190872208298735,1.1333562954444019,1.5259033453456035
2025-09-01,1.6347045954560513,0.8440828408068219,0.8112002578871665,0.8272765358691452,1.1449194333382287,1.5694984039221274
2025-10-01,1.6818396677614311,0.86103191823377,0.824206356900201,0.8437911901638889,1.1681800027607239,1.614753320900818
2025-11-01,1.7077265439276152,0.8699501750029569,0.8313171107547679,0.8525053315511972,1.1804639479161956,1.6090839219911353
2025-12-01,1.7150082899109227,0.8725655431375424,0.8332652468827786,0.8550582723519725,1.1840607544444337,1.6239148485001276
2026-01-01,1.723996648358346,0.8758128003173798,0.8346021830776519,0.8582303025145268,1.1885332927399646,1.6371432588560095
2026-02-01,1.7251293141563173,0.8762174887263662,0.834909117597366,0.8586253219956296,1.1890915287348434,1.638218861977078
2026-03-01,1.6850925130333776,0.8626468073433606,0.8247686656221598,0.8453368314197057,1.170652643998341,1.5947962328215135
