date,logit,signal,pos_start,pos_end,som_ret,remaining_ret,strategy_pnl,bh_pnl,alpha_pnl,kalman_uncertainty,hmm_stress_prob,hawkes_vix_intensity
2022-11-01,-0.7047,SHORT,-0.6531930705524757,-0.3989155185117167,3.517284302792989,2.2140776054492717,-3.1806956497503522,2.2140776054492717,-5.394773255199624,0.7807764064044151,0.7777777777777778,5.007422878680758e-07
2022-12-01,-0.018,FLAT,-0.3989155185117167,-0.012990048211128551,-4.435591686147921,-1.443881152538018,1.7881824431685664,-1.443881152538018,3.2320635957065846,0.7807764064044153,0.8888888888888888,3.037155502066374e-07
2023-01-01,-0.5958,SHORT,-0.012990048211128551,-0.37540106851864324,2.7383934688583578,3.760378328573677,-1.4472219057624176,3.760378328573677,-5.207600234336095,0.7807764064044151,0.5277777777777778,1.8421279303181723e-07
2023-02-01,-0.4835,SHORT,-0.37540106851864324,-0.2898737825305747,0.6892098242138767,-4.278377857073979,0.9814594680816533,-4.278377857073979,5.259837325155632,0.7807764064044153,0.3333333333333333,1.117307068850949e-07
2023-03-01,-0.6358,SHORT,-0.2898737825305747,-0.3994194217282646,-1.5047869230827682,5.585403642922682,-1.7947204158785728,5.585403642922682,-7.380124058801254,0.7807764064044151,0.2777777777777778,6.776809935717548e-08
2023-04-01,-0.0993,SHORT,-0.3994194217282646,-0.07561114796911536,0.736087438265387,0.35163555057076135,-0.32059518657880776,0.35163555057076135,-0.672230737149569,0.7807764064044153,0.25,4.110343001057893e-08
2023-05-01,-0.2106,SHORT,-0.07561114796911536,-0.16755365879047965,-0.7579411066084174,1.0528784318276418,-0.11910483635065991,1.0528784318276418,-1.1719832681783018,0.7807764064044151,0.3333333333333333,2.4930490520768495e-08
2023-06-01,-0.1148,SHORT,-0.16755365879047965,-0.10009037515404101,4.852381651828219,0.5544710156716093,-0.868531511582223,0.5544710156716093,-1.4230025272538323,0.7807764064044153,0.1388888888888889,1.512110686252127e-08
2023-07-01,-0.2083,SHORT,-0.10009037515404101,-0.1783542444569302,2.2306810096979213,0.7459966893378356,-0.3563213750038809,0.7459966893378356,-1.1023180643417165,0.7807764064044151,0.1388888888888889,9.171414920910254e-09
2023-08-01,-0.0697,SHORT,-0.1783542444569302,-0.06319755951690317,-3.03426245376065,1.5728301478640683,0.4417745605448927,1.5728301478640683,-1.1310555873191754,0.7807764064044153,0.027777777777777776,5.562744342477986e-09
2023-09-01,0.1282,LONG,-0.06319755951690317,0.12399038764450153,-1.378281001911097,-3.715704171746892,-0.37360760497789514,-3.715704171746892,3.342096566768997,0.7807764064044151,0.027777777777777776,3.373974995855892e-09
2023-10-01,-0.9749,SHORT,0.12399038764450153,-0.48354572533256895,1.9876923507423427,-4.111687545585707,2.2346436816576847,-4.111687545585707,6.346331227243391,0.7807764064044153,0.08333333333333333,2.046419280090404e-09
2023-11-01,-0.1694,SHORT,-0.48354572533256895,-0.16824411919499013,6.253628010363732,1.4417439505383323,-3.266480033294428,1.4417439505383323,-4.70822398383276,0.7807764064044151,0.08333333333333333,1.241216036001885e-09
2023-12-01,-0.0215,FLAT,-0.16824411919499013,-0.01784370294635595,2.7109908741291378,1.0730655048853732,-0.47525573387466924,1.0730655048853732,-1.5483212387600425,0.7807764064044153,0.3611111111111111,7.528355811621231e-10
2024-01-01,-0.1037,SHORT,-0.01784370294635595,-0.09375267170752519,-0.07632573800874232,2.2459439442438667,-0.2092013114820101,2.2459439442438667,-2.455145255725877,0.7807764064044151,0.08333333333333333,4.566178616974063e-10
2024-02-01,-0.3262,SHORT,-0.09375267170752519,-0.22652981205436026,2.5180435327616824,1.3229338354146414,-0.5357572617690957,1.3229338354146414,-1.858691097183737,0.7807764064044153,0.027777777777777776,2.7695273289189985e-10
2024-03-01,0.0296,FLAT,-0.22652981205436026,0.028047951061544237,-0.389131568906842,2.6823839330557098,0.16338527445150436,2.6823839330557098,-2.5189986586042052,0.7807764064044151,0.05555555555555555,1.6798032379014077e-10
2024-04-01,-0.1815,SHORT,0.028047951061544237,-0.13550471774077721,-3.4698318194734123,-0.5162174869908442,-0.027371768196831583,-0.5162174869908442,0.4888457187940127,0.7807764064044153,0.09722222222222222,1.0188521660717585e-10
2024-05-01,-0.1265,SHORT,-0.13550471774077721,-0.1101452851819905,5.773963362751777,-0.5772255870689302,-0.7188205988132192,-0.5772255870689302,-0.141595011744289,0.7807764064044151,0.08333333333333333,6.179650764371493e-11
2024-06-01,-0.2115,SHORT,-0.1101452851819905,-0.1573393648843414,3.592951508498321,-0.2329520228457449,-0.3590941452255384,-0.2329520228457449,-0.1261421223797935,0.7807764064044153,0.2777777777777778,3.748147654907921e-11
2024-07-01,-0.6516,SHORT,-0.1573393648843414,-0.41584977982377586,3.508800768571829,-2.5568181818181768,0.5111797935257351,-2.5568181818181768,3.067997975343912,0.7807764064044151,0.05555555555555555,2.273366469831661e-11
2024-08-01,-1.228,VIX-EXIT,-0.41584977982377586,0.0,1.7724558813809521,1.8974531048740584,-0.7370753880196255,1.8974531048740584,-2.6345284928936836,0.7807764064044153,0.027777777777777776,1.378866464715578e-11
2024-09-01,-0.0825,SHORT,0.0,-0.07446965565026899,1.9108579779451018,2.269911865658125,-0.16903955499202022,2.269911865658125,-2.4389514206501453,0.7807764064044151,0.2777777777777778,8.363247864995662e-12
2024-10-01,0.6114,LONG,-0.07446965565026899,0.2771227013933623,1.8657324282899124,-1.8883076595027637,-0.6622333711334731,-1.8883076595027637,1.2260742883692906,0.7807764064044153,0.5277777777777778,1.0000000000050726
2024-11-01,0.7291,LONG,0.2771227013933623,0.3408279694406848,2.475562072336257,2.7554159526591793,1.6251572730620718,2.7554159526591793,-1.1302586795971075,0.7807764064044151,0.4166666666666667,0.6065306597157101
2024-12-01,0.3167,LONG,0.3408279694406848,0.18181828737923486,0.44533375226347705,-3.16838105523799,-0.42428741872082243,-3.16838105523799,2.7440936365171673,0.7807764064044153,0.5555555555555556,0.3678794411733084
2025-01-01,-0.2784,SHORT,0.18181828737923486,-0.1836208573524878,2.1829923916469873,0.7315739094762685,0.2625757095364114,0.7315739094762685,-0.46899819993985714,0.7807764064044151,0.3611111111111111,0.22313016014956166
2025-02-01,-0.3496,SHORT,-0.1836208573524878,-0.20117963196446179,2.2522049121121324,-2.856313156855772,0.16108023277598005,-2.856313156855772,3.017393389631752,0.7807764064044153,0.3611111111111111,0.13533528323729918
2025-03-01,-0.7439,SHORT,-0.20117963196446179,-0.3772209440404374,-2.984758244839081,-1.1148662935761666,1.0210234809412841,-1.1148662935761666,2.1358897745174508,0.7807764064044151,0.4444444444444444,0.08208499862431518
2025-04-01,-1.7341,VIX-EXIT,-0.3772209440404374,0.0,-4.197355971077932,3.1951421535291624,1.5833305818837842,3.1951421535291624,-1.6118115716453782,0.7807764064044153,0.4722222222222222,0.04978706836811649
2025-05-01,0.0099,FLAT,0.0,0.009041005029644411,5.581409458007824,-0.08855943876301398,-0.0008006663312788956,-0.08855943876301398,0.08775877243173508,0.7807764064044151,0.7777777777777778,0.03019738342247168
2025-06-01,1.0568,LONG,0.009041005029644411,0.40830553000481334,1.6369774627102096,2.8482822292317023,1.1777693066835189,2.8482822292317023,-1.6705129225481834,0.7807764064044153,1.0,1.018315638888827
2025-07-01,0.7157,LONG,0.40830553000481334,0.3889466039483584,1.059856308718432,1.2083912064754232,0.9027448478598998,1.2083912064754232,-0.30564635861552336,0.7807764064044151,0.7222222222222222,0.6176396562509321
2025-08-01,0.0945,LONG,0.3889466039483584,0.07599164235553221,3.395153262017847,0.16217557133555438,1.332857319161768,0.16217557133555438,1.1706817478262137,0.7807764064044153,0.5833333333333334,0.37461738817056195
2025-09-01,-0.1287,SHORT,0.07599164235553221,-0.12083336608025182,2.980575290622456,1.236612197204079,0.07707479717465313,1.236612197204079,-1.1595374000294258,0.7807764064044151,0.4444444444444444,0.2272169315869146
2025-10-01,-0.3351,SHORT,-0.12083336608025182,-0.25211896648341164,-0.5981046608654061,2.535429152188695,-0.5669587780010719,2.535429152188695,-3.102387930189767,0.7807764064044153,0.3333333333333333,0.13781403541329162
2025-11-01,-0.2828,SHORT,-0.25211896648341164,-0.23688506914066126,-2.6205602184481314,2.647918817938355,0.03344050161650103,2.647918817938355,-2.614478316321854,0.7807764064044151,0.3611111111111111,0.08358843781688399
2025-12-01,0.3187,LONG,-0.23688506914066126,0.22701705376763576,0.05695304163002568,0.42529094800711764,0.08305697280632102,0.42529094800711764,-0.3422339752007966,0.7807764064044153,0.6666666666666666,0.05069895033342309
2026-01-01,-0.2974,SHORT,0.22701705376763576,-0.2387433710335167,1.1888948992996973,-0.014121017116697221,0.2732707165072496,-0.014121017116697221,0.2873917336239468,0.7807764064044151,0.7777777777777778,0.030750467792469142
2026-02-01,-0.5007,SHORT,-0.2387433710335167,-0.3503976200655283,-1.909569923915344,0.5210997162154563,0.2733050604810472,0.5210997162154563,-0.24779465573440906,0.7807764064044153,0.3333333333333333,0.018651101516638395
2026-03-01,-1.0186,SHORT,-0.3503976200655283,-0.5709815399939234,-2.648213647367914,-1.7670291877755817,1.9368688063130826,-1.7670291877755817,3.7038979940886643,0.7807764064044151,0.4722222222222222,0.011312464907253983
