,LogReg,ElasticNet,MLP,som_ret,remaining_ret,monthly_return,vix_regime,vix_spike,Ensemble
2016-09-01,-0.5227036371038728,0.2545057266208039,0.0,-1.6212,1.0351,-0.1193,0,0,-0.0893993034943563
2016-10-01,-0.263388553786142,-0.198851739899878,0.0,-1.2511,-0.8719,-1.6218,0,0,-0.15408009789534002
2016-11-01,1.3830273266933433,2.5340082447221377,0.0,2.7926,1.1947,4.1241,1,0,1.3056785238051603
2016-12-01,0.8281122361709643,0.4734737979844105,0.0,3.1643,-0.2763,2.1793,0,0,0.433862011385125
2017-01-01,0.8894222987947181,1.522667607966958,0.0,0.5262,0.4552,0.9319,0,0,0.8040299689205588
2017-02-01,1.4914099194946664,2.487400123255068,0.0,2.4623,1.8041,3.6889,0,0,1.3262700142499115
2017-03-01,0.38857188686424954,0.46921671263243564,0.0,-0.8484,-0.5551,-1.3873,0,0,0.28592953316556174
2017-04-01,1.4016689756940417,3.802618282976269,0.0,-0.7711,2.028,1.0751,0,0,1.7347624195567704
2017-05-01,0.6731914622654422,1.8339480349494313,0.0,0.3878,1.0789,0.9827,0,0,0.8357131657382911
2017-06-01,0.5176098089608208,0.9041089681203399,0.0,0.189,-0.3487,-0.2737,0,0,0.4739062590270535
2017-07-01,0.9206798162925403,1.1462862572914854,0.0,1.2814,0.5668,1.6999,0,0,0.6889886911946753
2017-08-01,0.7402155523713669,1.0745212379534907,0.0,-0.8372,0.4191,-0.1898,0,0,0.6049122634416192
2017-09-01,0.29857277006807587,0.9555824593937038,0.0,0.9852,0.8929,1.7286,0,0,0.41805174315392657
2017-10-01,1.1190356356088635,1.1922291037512434,0.0,1.0339,0.8436,1.8243,0,0,0.7704215797867023
2017-11-01,1.688260750746895,3.554779063132832,0.0,-0.0041,2.3097,2.6448,0,0,1.7476799379599093
2017-12-01,1.3552491747869018,1.933596990149713,0.0,1.0131,0.8811,1.188,0,0,1.0962820549788717
2018-01-01,2.6433523405484443,3.943844512903379,0.0,3.3516,0.769,4.7481,0,0,2.1957322844839413
2018-02-01,0.12280816469126017,0.09317814443584398,0.0,-4.4572,0.3916,-3.8324,2,1,0.07199543637570138
2018-03-01,-3.1857808972385673,-4.59511985013459,0.0,3.0534,-5.3953,-1.3743,1,0,-2.593633582457719
2018-04-01,-0.13678217689595334,-1.93779418295955,0.0,3.3875,-0.6456,2.5629,1,0,-0.6915254532851677
2018-05-01,0.2330459820011491,0.026620360661083347,0.0,2.5677,0.1736,1.9011,0,0,0.08655544755407747
2018-06-01,-0.2805148797263408,-1.2630095650584519,0.0,1.6476,-2.1953,-0.5942,0,0,-0.5145081482615975
2018-07-01,1.1297269757782977,1.8923448199650048,0.0,2.858,0.3647,3.2853,0,0,1.0073572652477676
2018-08-01,1.4513119641655854,2.595659487019175,0.0,0.6215,2.3366,3.1336,0,0,1.3489904837282536
2018-09-01,-0.3140519070319503,-0.0713914503948775,0.0,0.1838,0.5843,0.5958,0,0,-0.12848111914227592
2018-10-01,-1.4163367451420081,-2.964168293489389,0.0,-5.3413,-1.948,-7.2779,1,1,-1.4601683462104658
2018-11-01,0.41609317201508284,0.7759691219568754,0.0,-0.6233,0.8743,0.7225,1,0,0.39735409799065274
2018-12-01,-1.546074082533497,-2.8485908438952325,0.0,-7.9007,-3.2018,-10.1607,2,1,-1.4648883088095765
2019-01-01,1.9773197752801643,4.270926186457323,0.0,3.9129,3.6765,7.7318,1,0,2.0827486539124958
2019-02-01,0.7837157190307842,1.3548524438906258,0.0,1.9671,1.2165,2.8804,1,0,0.7128560543071366
2019-03-01,0.4347464547720155,1.055021625630534,0.0,0.3416,1.1659,1.0953,0,0,0.49658936013418314
2019-04-01,1.423519000815368,2.8418513701845742,0.0,1.1205,1.1455,2.7428,0,0,1.4217901236666475
2019-05-01,-2.303068071888477,-4.59511985013459,0.0,-2.4878,-2.7651,-5.8716,1,0,-2.299395974007689
2019-06-01,1.7269910015809697,3.3357489117641,0.0,5.4192,1.9988,7.1894,1,0,1.6875799711150232
2019-07-01,0.21049931884032896,0.10875229816690479,0.0,1.3142,-1.1153,0.5414,0,0,0.10641720566907792
2019-08-01,0.22595605032580193,1.8498073990338137,0.0,-2.586,1.6194,-0.9175,1,1,0.6919211497865385
2019-09-01,-2.2004625677359715,-4.34848330828658,0.0,3.4133,-2.1252,2.4248,1,0,-2.182981958674184
2019-10-01,1.099811825447866,2.0320171837007757,0.0,1.0793,2.8733,3.3096,1,0,1.0439430030495471
2019-11-01,1.177049964431208,2.6241644083435722,0.0,1.242,0.6576,2.4151,0,0,1.2670714575915933
2019-12-01,1.400737374688198,2.8724087963295735,0.0,1.8859,2.0046,3.7545,0,0,1.4243820570059238
2020-01-01,-0.440633013985659,-2.735794241344104,0.0,1.3368,-1.1352,-0.9924,0,0,-1.058809085109921
2020-02-01,-4.59511985013459,-4.59511985013459,0.0,3.973,-10.9933,-9.0707,1,1,-3.0634132334230597
2020-03-01,1.9024834411210554,4.595119850134589,0.0,-16.8453,-0.6815,-16.3625,3,1,2.1658677637518813
2020-04-01,1.939962037528567,4.595119850134589,0.0,13.8649,2.4285,17.8883,3,0,2.1783606292210522
2020-05-01,1.238848208693365,4.595119850134589,0.0,1.4603,6.2883,7.5458,3,0,1.9446560196093179
2020-06-01,0.045164461873467794,0.7317472089501919,0.0,0.9571,0.4821,1.4582,3,0,0.2589705569412199
2020-07-01,1.7198345121215486,4.119589994565104,0.0,2.8262,2.3626,4.9829,2,0,1.9464748355622177
2020-08-01,2.461304232106602,4.595119850134589,0.0,2.5821,4.4168,6.2435,2,0,2.352141360747064
2020-09-01,-1.0508424592235512,0.214546769097368,0.0,-4.3386,-0.4956,-4.6404,2,0,-0.27876523004206105
2020-10-01,-2.269108069670292,-4.59511985013459,0.0,3.5374,-5.3002,-3.2785,2,0,-2.288075973268294
2020-11-01,3.115675974943671,4.595119850134589,0.0,8.3381,1.7179,9.4069,2,0,2.570265275026087
2020-12-01,1.4469853559728285,3.619622494865693,0.0,0.3418,1.4677,2.5562,2,0,1.6888692836128405
2021-01-01,-1.8035298338105634,-4.468593202186609,0.0,2.8165,-0.7735,0.3672,2,0,-2.090707678665724
2021-02-01,0.18166899727042188,-0.8831704107846704,0.0,4.005,-1.8306,0.9881,2,0,-0.23383380450474953
2021-03-01,2.039373473512711,4.582272826349292,0.0,1.0459,1.6405,1.8215,2,0,2.207215433287334
2021-04-01,1.5078681167331673,3.298309093076864,0.0,3.4133,0.7315,4.0126,1,0,1.6020590699366772
2021-05-01,1.0382355806314423,2.44539738782514,0.0,-1.5398,1.8334,0.2731,1,0,1.1612109894855274
2021-06-01,1.2195110256507216,2.9432339311526174,0.0,0.9608,1.7203,2.2718,1,0,1.3875816522677795
2021-07-01,1.4951722679592798,3.6863541350259776,0.0,0.4143,1.5755,1.7435,1,0,1.7271754676617526
2021-08-01,1.2841242725783368,2.6907916824165783,0.0,1.6559,1.5319,3.089,1,0,1.324971984998305
2021-09-01,-2.493732219359089,-4.216863220233855,0.0,-1.4201,-2.8862,-4.7866,1,0,-2.2368651465309815
2021-10-01,3.3330168715466084,4.595119850134589,0.0,1.4934,4.2835,5.6997,1,0,2.642712240560399
2021-11-01,-0.7580821333088215,-2.005816240567925,0.0,1.2753,-2.0204,-1.0116,1,0,-0.9212994579589155
2021-12-01,2.5422840552339387,4.327710809629946,0.0,3.6711,2.2449,5.6091,2,0,2.2899982882879617
2022-01-01,-1.307266350781337,-2.0685358775053406,0.0,-3.4387,-2.392,-5.8586,2,0,-1.1252674094288926
2022-02-01,-0.37356779859209904,-1.3578000110831934,0.0,-2.0333,-2.0486,-3.7963,2,0,-0.5771226032250975
2022-03-01,2.651043627116423,4.595119850134589,0.0,-1.2728,7.3831,5.2052,2,0,2.415387825750337
2022-04-01,-4.59511985013459,-4.59511985013459,0.0,-2.8103,-5.2179,-9.1056,2,0,-3.0634132334230597
2022-05-01,0.9288352879359425,2.271992293887581,0.0,-3.8066,3.6252,-0.559,2,1,1.066942527274508
2022-06-01,-3.5857776386632443,-4.59511985013459,0.0,-8.1118,1.2388,-7.7013,2,0,-2.726965829599278
2022-07-01,4.115900467145238,4.595119850134589,0.0,0.503,6.7254,7.9721,2,0,2.9036734390932755
2022-08-01,-3.465613623534827,-4.59511985013459,0.0,3.4325,-7.0876,-3.9729,2,0,-2.686911157889806
2022-09-01,-4.59511985013459,-4.59511985013459,0.0,-1.4166,-6.055,-9.6104,2,1,-3.0634132334230597
2022-10-01,3.5130932252641642,4.595119850134589,0.0,-0.8928,5.5305,5.2618,3,0,2.7027376917995842
2022-11-01,2.9699760102419925,4.595119850134589,0.0,2.9904,1.8907,5.8092,2,0,2.521698620125527
2022-12-01,-1.3373765145928722,-2.608891549411774,0.0,-3.087,-2.7655,-5.8154,2,0,-1.3154226880015487
2023-01-01,2.8797551571663575,4.595119850134589,0.0,3.5576,3.4884,6.6017,2,0,2.491625002433649
2023-02-01,-1.8948773787127928,-4.59511985013459,0.0,0.0284,-3.6185,-3.6187,2,0,-2.163332409615794
2023-03-01,1.307931854777026,4.431832413686768,0.0,-1.357,5.0937,3.9966,2,0,1.913254756154598
2023-04-01,0.35072479412679,0.9338311420353762,0.0,0.5917,-0.0203,1.0903,1,0,0.42818531205405536
2023-05-01,0.36297196952311056,1.5673302013552521,0.0,-0.9637,2.2889,0.287,1,0,0.6434340569594542
2023-06-01,2.0988472282386446,3.220046867135113,0.0,3.842,1.2346,5.4338,0,0,1.772964698457919
2023-07-01,0.8555628455619781,2.7871645945034396,0.0,1.7102,0.74,2.9933,0,0,1.214242480021806
2023-08-01,-0.0071022967007601315,1.386918282436124,0.0,-2.7044,1.2536,-1.5092,1,0,0.45993866191178795
2023-09-01,-3.2256643617620506,-4.59511985013459,0.0,-1.1449,-4.204,-5.0428,1,0,-2.6069280706322133
2023-10-01,-1.8652513744153405,-4.5898102896315836,0.0,1.6753,-3.0083,-2.2057,1,0,-2.1516872213489746
2023-11-01,2.9874386857538244,4.25372268409209,0.0,5.4004,2.3278,7.7855,0,0,2.4137204566153048
2023-12-01,1.8326016320576153,3.1562794863735495,0.0,2.4243,0.9389,3.8131,0,0,1.662960372810388
2024-01-01,0.7855924045163875,1.4143280209998583,0.0,0.5737,2.9101,2.1679,0,0,0.7333068085054153
2024-02-01,2.2568677596618025,4.485334601329925,0.0,1.9566,2.1257,3.8743,0,0,2.2474007869972428
2024-03-01,2.006498524091033,4.563386391436911,0.0,0.281,1.6809,2.2828,0,0,2.1899616385093146
2024-04-01,-0.9931055468451669,-1.3845934492670882,0.0,-2.3743,-1.1848,-3.9681,1,0,-0.7925663320374183
2024-05-01,1.0761936352468584,0.6933973208106063,0.0,4.7987,0.242,5.1634,0,0,0.5898636520191549
2024-06-01,1.0915534791187187,1.6307147298425622,0.0,3.1405,0.5971,3.3516,0,0,0.9074227363204269
2024-07-01,-0.35532587918196556,-0.5542695220077045,0.0,2.5977,-3.1923,0.8623,0,0,-0.30319846706322334
2024-08-01,1.7353602290532215,3.211824708628181,0.0,0.3602,1.9399,3.7035,1,0,1.649061645893801
2024-09-01,0.20053485985443145,1.4482699407738107,0.0,1.675,1.9246,4.2241,1,0,0.5496016002094141
2024-10-01,-0.7681843464739528,-2.232963300894225,0.0,1.9931,-1.4148,-0.0578,1,0,-1.0003825491227258
2024-11-01,2.806785941194487,4.595119850134589,0.0,3.6265,1.6084,5.2992,1,0,2.4673019304430253
2024-12-01,-0.44946720162208104,-1.7628849376931237,0.0,0.2496,-2.678,-2.7372,1,0,-0.7374507131050683
2025-01-01,1.846828189809762,2.6498851058254753,0.0,1.4767,1.3572,2.9305,1,0,1.4989044318784124
2025-02-01,-1.667155477829034,-4.046058494328427,0.0,1.9436,-4.0925,-0.6684,1,0,-1.9044046573858202
2025-03-01,-1.0687278389559451,-1.4025363601397625,0.0,-4.0995,0.2549,-4.0663,2,0,-0.8237547330319025
2025-04-01,2.4087510628257953,4.595119850134589,0.0,-5.1682,4.9277,-1.1363,3,1,2.3346236376534613
2025-05-01,1.5666816675740667,1.8058687779921898,0.0,5.2744,0.5562,5.4879,2,0,1.1241834818554188
2025-06-01,2.3879743286465094,4.595119850134589,0.0,1.2824,3.1404,4.5319,1,0,2.327698059593699
2025-07-01,0.3781836047498647,0.9987658161148092,0.0,1.1071,0.8128,2.2811,1,0,0.4589831402882247
2025-08-01,0.7367669363278289,0.7508579722305608,0.0,3.494,0.008,3.5628,1,0,0.49587496951946325
2025-09-01,0.7291538415020044,1.6847844698578496,0.0,2.857,1.4431,4.254,1,0,0.8046461037866179
2025-10-01,1.8324953074983374,4.121495034838622,0.0,-1.2049,2.8834,1.9222,1,0,1.9846634474456533
2025-11-01,0.6525558247394654,2.5898439380967266,0.0,-1.8903,1.5392,-0.042,1,0,1.0807999209453973
2025-12-01,0.258426653694472,0.553946417766146,0.0,0.4953,0.4264,0.4825,1,0,0.270791023820206
2026-01-01,0.9045517544224504,1.7575523687691885,0.0,0.8146,0.5241,1.1746,1,0,0.8873680410638797
2026-02-01,0.7947122844573731,1.6250781907571432,0.0,-1.5689,0.0657,-1.3984,1,0,0.8065968250715055
2026-03-01,-2.279984519477084,-4.59511985013459,0.0,-2.6506,-2.3208,-4.3684,2,1,-2.2917014565372242
